ID,TipoPersona,Sesso,TipoLesione
3857567,Conducente,F,Illeso
3857567,Conducente,F,Illeso
3857569,Conducente,M,Illeso
3857569,Conducente,F,Illeso
3857576,Conducente,F,Illeso
3857576,Conducente,M,Rimandato
3857578,Conducente,M,Illeso
3857578,Conducente,M,Illeso
3857582,Conducente,M,Illeso
3857582,Conducente,M,Rimandato
3857584,Conducente,M,Illeso
3857584,Passeggero,F,Illeso
3857584,Passeggero,F,Illeso
3857584,Conducente,M,Illeso
3857584,Passeggero,F,Illeso
3857593,Conducente,M,Illeso
3857606,Conducente,F,Illeso
3857606,Conducente,M,Illeso
3857618,Conducente,F,Illeso
3857618,Passeggero,M,Illeso
3857618,Conducente,M,Illeso
3857618,Passeggero,M,Illeso
3857638,Conducente,F,Illeso
3857638,Conducente,M,Illeso
3857640,Pedone,F,Ricoverato
3857640,Conducente,F,Illeso
3857641,Conducente,F,Rifiuta cure immediate
3857641,Conducente,M,Illeso
3857644,Conducente,M,Illeso
3857644,Conducente,M,Rimandato
3857644,Conducente,M,Illeso
3857647,Conducente,M,Illeso
3857647,Passeggero,F,Ricoverato
3857647,Conducente,M,Ricoverato
3857648,Conducente,M,Illeso
3857648,Conducente,M,Illeso
3857651,Conducente,M,Illeso
3857651,Passeggero,M,Illeso
3857651,Conducente,F,Illeso
3857654,Conducente,M,Illeso
3857654,Conducente,M,Illeso
3857654,Conducente,M,Rifiuta cure immediate
3857654,Conducente,M,Illeso
3857685,Conducente,M,Illeso
3857685,Passeggero,F,Illeso
3857692,Conducente,M,Illeso
3857692,Passeggero,F,Illeso
3857692,Conducente,M,Illeso
3857705,Conducente,M,Rifiuta cure immediate
3857705,Conducente,M,Illeso
3857707,Pedone,F,Prognosi riservata
3857707,Conducente,F,Illeso
3857741,Conducente,F,Illeso
3857741,Conducente,M,Illeso
3857741,Passeggero,F,Illeso
3857757,Conducente,M,Illeso
3857772,Conducente,M,Rimandato
3857783,Conducente,M,Illeso
3857783,Conducente,M,Illeso
3857790,Conducente,M,Illeso
3857790,Passeggero,F,Illeso
3857790,Passeggero,F,Illeso
3857790,Conducente,M,Illeso
3857825,Conducente,F,Illeso
3857834,Conducente,F,Rimandato
3857834,Conducente,M,Illeso
3857834,Conducente,M,Illeso
3857845,Conducente,F,Illeso
3857845,Conducente,M,Illeso
3857865,Conducente,F,Rifiuta cure immediate
3857865,Conducente,M,Illeso
3857872,Conducente,F,Illeso
3857890,Conducente,F,Illeso
3857890,Conducente,M,Illeso
3857899,Pedone,M,Rimandato
3857899,Conducente,M,Illeso
3857900,Conducente,M,Ricoverato
3857924,Conducente,M,Illeso
3857924,Conducente,M,Illeso
3857924,Passeggero,F,Rimandato
3857942,Conducente,M,Illeso
3857942,Conducente,M,Illeso
3857943,Pedone,F,Ricoverato
3857943,Conducente,F,Illeso
3857943,Passeggero,M,Illeso
3857966,Pedone,M,Rimandato
3857966,Conducente,M,Illeso
3857975,Conducente,M,Illeso
3857975,Conducente,M,Rimandato
3858050,Conducente,M,Illeso
3858071,Conducente,M,Illeso
3858071,Conducente,M,Illeso
3858071,Passeggero,F,Illeso
3858077,Conducente,M,Illeso
3858077,Conducente,F,Rimandato
