ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3792289,Roma,23-04-2018,14:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3792292,Roma,23-04-2018,17:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792294,Roma,18-04-2018,12:35,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3792308,Roma,19-04-2018,16:40,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3792309,Roma,23-04-2018,17:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792316,Roma,23-04-2018,17:20,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,3,0,0,0
3792368,Roma,23-04-2018,17:25,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3792377,Roma,19-04-2018,04:50,Tamponamento,,Sereno,Buona,3,0,0,0
3792394,Roma,19-04-2018,15:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3792534,Roma,22-04-2018,21:05,Tamponamento,,Sereno,Buona,1,3,0,0
3792724,Roma,23-04-2018,22:30,Veicolo in marcia contro veicolo fermo,,Sereno,Sufficiente,2,0,0,0
3792726,Roma,23-04-2018,16:55,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3792734,Roma,23-04-2018,09:40,Tamponamento,,Sereno,Buona,3,0,0,0
3792739,Roma,23-04-2018,16:00,Tamponamento,,Sereno,Buona,2,0,0,0
3792742,Roma,23-04-2018,21:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,3,0,0
3792743,Roma,23-04-2018,09:20,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
3792747,Roma,23-04-2018,08:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792755,Roma,23-04-2018,12:10,Tamponamento,,Sereno,Buona,2,0,0,0
3792762,Roma,20-04-2018,11:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792763,Roma,21-04-2018,10:45,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3792764,Roma,23-04-2018,20:45,Tamponamento,,Sereno,Buona,3,1,0,0
3792766,Roma,23-04-2018,17:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792771,Roma,23-04-2018,08:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792787,Roma,23-04-2018,14:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3792790,Roma,23-04-2018,18:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3792797,Roma,23-04-2018,11:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,1,0,0
3792799,Roma,23-04-2018,07:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3792800,Roma,23-04-2018,13:00,Tamponamento Multiplo,,Sereno,Sufficiente,4,0,0,0
3792801,Roma,23-04-2018,12:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3792805,Roma,23-04-2018,15:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792806,Roma,23-04-2018,19:00,Infortunio per caduta del veicolo,,Sereno,Buona,1,0,0,0
3792811,Roma,23-04-2018,15:45,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3792814,Roma,23-04-2018,07:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3792817,Roma,23-04-2018,17:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3792819,Roma,23-04-2018,09:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3792821,Roma,23-04-2018,21:20,Veicolo in marcia contro ostacolo accidentale,,,,0,1,0,0
3792822,Roma,20-04-2018,11:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3792824,Roma,23-04-2018,14:50,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,0,1,0,0
3792825,Roma,23-04-2018,10:00,Infortunio per sola frenata improvvisa,,,,0,1,0,0
3792826,Roma,24-04-2018,00:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3792828,Roma,23-04-2018,19:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3792833,Roma,23-04-2018,12:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3792837,Roma,23-04-2018,12:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3792843,Roma,23-04-2018,12:55,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3792846,Roma,23-04-2018,17:40,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
3792850,Roma,23-04-2018,23:50,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
3792856,Roma,23-04-2018,11:25,Investimento di pedone,,Sereno,Buona,0,1,0,0
3792857,Roma,23-04-2018,18:15,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,2,0,0,0
3792864,Roma,24-04-2018,06:20,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3792879,Roma,23-04-2018,17:00,Tamponamento,,Sereno,Sufficiente,2,0,0,0
3792880,Roma,20-04-2018,15:50,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3792884,Roma,24-04-2018,07:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3792943,Roma,24-04-2018,08:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3792961,Roma,23-04-2018,11:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3792980,Roma,23-04-2018,16:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3792982,Roma,23-04-2018,07:40,Fuoriuscita dalla sede stradale,,Sereno,Buona,1,0,0,0
3792989,Roma,23-04-2018,09:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3792990,Roma,20-04-2018,18:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793002,Roma,23-04-2018,08:44,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3793024,Roma,23-04-2018,22:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3793101,Roma,24-04-2018,10:15,Tamponamento,,Sereno,Buona,3,0,0,0
3793104,Roma,23-04-2018,17:00,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3793114,Roma,23-04-2018,13:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3793130,Roma,23-04-2018,14:55,Tamponamento,,Sereno,Buona,2,0,0,0
3793133,Roma,24-04-2018,00:52,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3793137,Roma,23-04-2018,09:30,Tamponamento,,,,1,0,0,0
3793148,Roma,21-04-2018,13:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3793159,Roma,23-04-2018,10:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793169,Roma,24-04-2018,08:10,Investimento di pedone,,Sereno,Buona,1,1,0,0
3793173,Roma,24-04-2018,10:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3793182,Roma,24-04-2018,09:15,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3793189,Roma,23-04-2018,13:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793211,Roma,24-04-2018,11:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3793214,Roma,24-04-2018,08:00,Fuoriuscita dalla sede stradale,,Sereno,Buona,0,0,0,1
3793259,Roma,23-04-2018,15:45,Infortunio per sola frenata improvvisa,,Sereno,Buona,0,1,0,0
3793270,Roma,23-04-2018,13:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3793274,Roma,24-04-2018,11:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3793339,Roma,23-04-2018,12:25,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3793371,Roma,24-04-2018,09:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3793377,Roma,24-04-2018,10:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3793381,Roma,24-04-2018,12:45,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3793402,Roma,21-04-2018,20:15,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,4,1,0,0
3793404,Roma,24-04-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3793482,Roma,24-04-2018,12:10,Tamponamento,,Sereno,Buona,1,1,0,0
3793505,Roma,23-04-2018,18:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793513,Roma,24-04-2018,06:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3793590,Roma,24-04-2018,03:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3793611,Roma,24-04-2018,14:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793627,Roma,23-04-2018,13:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3793649,Roma,24-04-2018,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3793803,Roma,23-04-2018,08:20,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3793831,Roma,23-04-2018,18:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,0,1,0,0
3793849,Roma,24-04-2018,15:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793852,Roma,22-04-2018,15:00,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3793854,Roma,23-04-2018,13:20,Tamponamento,,Sereno,Buona,1,1,0,0
3793859,Roma,23-04-2018,15:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3793865,Roma,23-04-2018,11:55,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3793867,Roma,24-04-2018,09:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793874,Roma,24-04-2018,16:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3793878,Roma,24-04-2018,07:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793882,Roma,22-04-2018,15:01,Tamponamento,,Sereno,Buona,2,0,0,0
3793883,Roma,23-04-2018,17:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3793888,Roma,24-04-2018,09:50,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3793892,Roma,24-04-2018,09:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3793905,Roma,23-04-2018,15:00,Tamponamento Multiplo,,Sereno,Buona,4,1,0,0
3793907,Roma,24-04-2018,16:40,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3793922,Roma,24-04-2018,13:30,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3793954,Roma,23-04-2018,19:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3793977,Roma,24-04-2018,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3793979,Roma,24-04-2018,14:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,2,0,0
3793983,Roma,24-04-2018,18:00,Tamponamento,,Sereno,Buona,3,0,0,0
3794018,Roma,24-04-2018,18:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3794045,Roma,24-04-2018,13:19,Investimento di pedone,,Sereno,Buona,1,1,0,0
3794476,Roma,24-04-2018,07:40,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3794502,Roma,24-04-2018,16:05,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3794514,Roma,24-04-2018,12:30,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3794825,Roma,24-04-2018,09:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3794827,Roma,24-04-2018,08:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3794828,Roma,24-04-2018,10:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3794853,Roma,23-04-2018,17:20,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795059,Roma,25-04-2018,11:35,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,2,0,0
3795073,Roma,24-04-2018,08:30,Tamponamento,,Sereno,Buona,2,0,0,0
3795075,Roma,25-04-2018,12:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3795211,Roma,25-04-2018,16:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3795477,Roma,24-04-2018,08:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3795479,Roma,24-04-2018,20:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nebbia,Sufficiente,2,1,0,0
3795480,Roma,25-04-2018,21:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,7,0,0,0
3795482,Roma,24-04-2018,11:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795494,Roma,24-04-2018,18:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795497,Roma,25-04-2018,11:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3795499,Roma,25-04-2018,11:30,Scontro frontale/laterale SX fra veicoli in marcia,,,,3,0,0,0
3795500,Roma,23-04-2018,23:10,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,0,1,0,0
3795511,Roma,24-04-2018,15:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3795512,Roma,25-04-2018,00:40,Tamponamento,,Sereno,Sufficiente,3,1,0,0
3795522,Roma,25-04-2018,21:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3795523,Roma,24-04-2018,18:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,2,0,0,0
3795526,Roma,25-04-2018,22:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795528,Roma,25-04-2018,23:00,Investimento di pedone,,Sereno,Insufficiente,1,0,0,1
3795529,Roma,25-04-2018,14:00,Veicolo in marcia contro veicoli in sosta,,,,1,0,0,0
3795531,Roma,24-04-2018,06:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3795534,Roma,25-04-2018,16:05,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3795535,Roma,24-04-2018,17:25,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3795538,Roma,24-04-2018,09:00,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3795543,Roma,25-04-2018,19:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795544,Roma,24-04-2018,08:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795549,Roma,24-04-2018,11:00,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,3,0,0,0
3795550,Roma,24-04-2018,17:20,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,3,0,0,0
3795552,Roma,23-04-2018,16:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3795565,Roma,24-04-2018,06:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3795571,Roma,25-04-2018,18:45,Tamponamento Multiplo,,Sereno,Buona,5,3,0,0
3795574,Roma,24-04-2018,12:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795575,Roma,24-04-2018,07:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,0,0,0
3795586,Roma,24-04-2018,15:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795591,Roma,25-04-2018,14:30,Scontro laterale fra veicoli in marcia,,,,0,1,0,0
3795592,Roma,25-04-2018,18:00,Tamponamento,,Sereno,Sufficiente,4,0,0,0
3795597,Roma,25-04-2018,17:50,Tamponamento,,Sereno,Buona,5,0,0,0
3795600,Roma,24-04-2018,16:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795602,Roma,24-04-2018,16:00,Fuoriuscita dalla sede stradale,,,,0,1,0,0
3795608,Roma,26-04-2018,07:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
3795609,Roma,24-04-2018,15:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795610,Roma,25-04-2018,17:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3795613,Roma,24-04-2018,20:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,1,0,0
3795619,Roma,25-04-2018,04:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3795627,Roma,25-04-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795635,Roma,24-04-2018,17:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795637,Roma,24-04-2018,18:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795638,Roma,25-04-2018,10:15,Tamponamento,,Sereno,Buona,9,2,0,0
3795640,Roma,25-04-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795645,Roma,26-04-2018,08:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3795655,Roma,24-04-2018,15:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3795670,Roma,25-04-2018,13:50,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3795672,Roma,24-04-2018,15:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795675,Roma,24-04-2018,13:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795688,Roma,24-04-2018,10:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3795697,Roma,24-04-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795702,Roma,24-04-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795709,Roma,24-04-2018,14:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795716,Roma,24-04-2018,10:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795721,Roma,24-04-2018,16:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,3,1,0,0
3795723,Roma,24-04-2018,17:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3795728,Roma,25-04-2018,15:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3795736,Roma,25-04-2018,15:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3795743,Roma,25-04-2018,05:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3795747,Roma,25-04-2018,10:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,1,0,0,0
3795751,Roma,25-04-2018,19:00,Investimento di pedone,,,,1,1,0,0
3795753,Roma,24-04-2018,18:15,Tamponamento,,,,2,1,0,0
3795758,Roma,22-04-2018,20:15,Tamponamento,,Sereno,Buona,3,1,0,0
3795788,Roma,24-04-2018,20:35,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,0,0,1
3795802,Roma,24-04-2018,18:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795806,Roma,24-04-2018,07:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3795810,Roma,25-04-2018,10:30,Tamponamento,,Sereno,Buona,1,2,0,0
3795826,Roma,24-04-2018,09:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795844,Roma,24-04-2018,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795850,Roma,25-04-2018,09:30,Scontro laterale fra veicoli in marcia,,,,2,1,0,0
3795852,Roma,24-04-2018,18:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3795859,Roma,24-04-2018,12:00,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3795865,Roma,25-04-2018,19:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3795878,Roma,21-04-2018,10:20,Investimento di pedone,,Sereno,Buona,1,1,0,0
3795885,Roma,25-04-2018,13:00,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3795886,Roma,25-04-2018,13:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3795889,Roma,25-04-2018,18:00,Tamponamento,,Sereno,Buona,4,2,0,0
3795892,Roma,25-04-2018,18:35,Investimento di pedone,,Sereno,Buona,1,2,0,0
3795896,Roma,25-04-2018,20:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3795922,Roma,26-04-2018,08:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3795926,Roma,25-04-2018,02:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3795931,Roma,25-04-2018,17:15,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,3,0,0,0
3795936,Roma,23-04-2018,12:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3795939,Roma,25-04-2018,22:32,Scontro laterale fra veicoli in marcia,,Sereno,Insufficiente,2,0,0,0
3795944,Roma,24-04-2018,14:30,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,3,0,0,0
3795952,Roma,25-04-2018,17:15,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3795959,Roma,25-04-2018,12:20,Tamponamento,,Sereno,Buona,6,0,0,0
3795964,Roma,24-04-2018,17:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3795970,Roma,24-04-2018,22:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,2,0,0,0
3795975,Roma,24-04-2018,15:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3795977,Roma,24-04-2018,23:55,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3795999,Roma,26-04-2018,11:20,Tamponamento Multiplo,,Sereno,Buona,8,0,0,0
3796004,Roma,02-04-2018,18:10,Tamponamento,,Sereno,Sufficiente,2,1,0,0
3796009,Roma,25-04-2018,01:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Insufficiente,0,2,0,0
3796019,Roma,22-04-2018,11:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3796052,Roma,21-04-2018,16:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3796053,Roma,24-04-2018,14:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3796068,Roma,24-04-2018,08:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3796076,Roma,22-04-2018,20:40,Tamponamento,,Sereno,Buona,3,0,0,0
3796080,Roma,23-04-2018,11:35,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3796092,Roma,22-04-2018,03:10,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,0,1,0,0
3796096,Roma,26-04-2018,08:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3796100,Roma,26-04-2018,09:10,Tamponamento Multiplo,,,,3,1,0,0
3796110,Roma,23-04-2018,05:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3796115,Roma,24-04-2018,16:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3796150,Roma,26-04-2018,12:25,Tamponamento,,Sereno,Buona,2,0,0,0
3796172,Roma,23-04-2018,21:30,Tamponamento,,Sereno,Buona,2,0,0,0
3796194,Roma,25-04-2018,17:50,Tamponamento Multiplo,,Sereno,Buona,4,2,0,0
3796206,Roma,25-04-2018,17:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3796208,Roma,24-04-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3796270,Roma,24-04-2018,12:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
3796319,Roma,22-04-2018,05:50,Tamponamento,,Sereno,Buona,1,3,0,0
3796333,Roma,26-04-2018,13:50,Tamponamento,,Sereno,Buona,2,3,0,0
3796334,Roma,24-04-2018,18:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3796342,Roma,24-04-2018,13:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3796385,Roma,24-04-2018,16:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3796403,Roma,24-04-2018,22:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3796420,Roma,24-04-2018,19:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,0,0,0
3796446,Roma,24-04-2018,16:56,Tamponamento Multiplo,,Sereno,Buona,7,1,0,0
3796471,Roma,25-04-2018,00:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,1,0,0
3796504,Roma,26-04-2018,12:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3796525,Roma,26-04-2018,12:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3796537,Roma,25-04-2018,14:10,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3796605,Roma,25-04-2018,22:37,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,0,1,0,0
3796613,Roma,26-04-2018,16:15,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3796617,Roma,26-04-2018,09:05,Tamponamento,,Sereno,Buona,2,0,0,0
3796626,Roma,26-04-2018,14:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3796648,Roma,26-04-2018,16:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3796652,Roma,25-04-2018,00:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3796720,Roma,25-04-2018,07:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
