Data;Ora;Luogo;Incidenti;Feriti;X;Y 
2018-03-24;09:15;VIA CALVI PASQUALE ;C;;13,35506;38,130146
2018-04-03;19:45;VIA CALA ;C;;13,366678;38,12004
2018-03-28;18:00;PIAZZA RESTIVO FRANCO ;C;;13,341581;38,14183
2018-04-04;14:30;VIALE REGIONE SICILIANA N.O. ;F;1;13,329812;38,106426
2018-04-04;19:50;VIA PACINOTTI ANTONIO ;F;1;13,335418;38,128684
2018-04-04;20:30;VIA RESUTTANA ;F;1;13,332274;38,155029
2018-04-05;02:55;PIAZZA GIULIO CESARE ;F;1;13,366067;38,110616
2018-03-15;16:10;VIA GARZILLI NICCOLO' ;C;;13,353676;38,123719
2018-03-26;10:20;VIA SETTIMO RUGGERO ;C;;13,357835;38,121532
2018-04-05;08:50;VIA LA MALFA UGO ;F;1;13,315379;38,160538
2018-04-04;00:30;VIA MESSINA MARINE ;C;;13,398715;38,101244
2018-03-29;11:55;VIA TURRISI NICOLO' ;C;;13,352871;38,120151
2018-04-05;11:30;VIA UDITORE ;F;1;13,32288;38,132731
2018-03-29;11:10;SVINCOLO DI SALVO ROSARIO ;C;;13,326776;38,149033
2018-03-29;11:35;VIALE REGIONE SICILIANA N.O. ;C;;13,328783;38,145588
2018-04-05;13:15;CORSO TUKORY ;F;2;13,36283;38,109463
2018-04-05;13:30;PIAZZA NISCEMI ;F;1;13,33255;38,163933
2018-04-05;15:30;VIA BASILE ERNESTO ;F;1;13,347719;38,100708
2018-04-05;15:50;CORSO TUKORY ;F;1;13,360446;38,108983
2018-04-05;17:20;VIA BRASA ;F;2;13,336044;38,09579
2018-04-05;19:40;VIA LANZA DI SCALEA GIUSEPPE ;F;1;13,308484;38,177463
2018-04-06;02:20;VIA LEOPARDI GIACOMO ;F;1;13,345709;38,134323
2018-04-05;21:00;VIA DEI CANTIERI ;F;1;13,363431;38,137116
2018-04-05;22:40;VIALE LAZIO ;F;1;13,335079;38,14117
2018-04-06;08:35;VIA PITRE' GIUSEPPE ;C;;13,33312;38,110454
2018-04-06;07:55;VIA PITRE' GIUSEPPE ;F;1;13,328254;38,110618
2018-04-06;09:00;VIALE REGINA ELENA ;F;1;13,330049;38,198473
2018-04-06;11:05;VIA ROCCAZZO ;F;1;13,310163;38,123551
2018-04-05;12:30;VIA MONTI IBLEI ;F;1;13,329664;38,147228
2018-04-06;15:35;PIAZZA QUATTRO NOVEMBRE ;F;4;13,342044;38,142451
2018-04-03;09:45;PIAZZA EINSTEIN ALBERT ;C;;13,328965;38,128497
2018-04-04;18:40;PIAZZA EINSTEIN ALBERT ;C;;13,330249;38,128777
2018-04-06;16:20;VIA DUCROT VITTORIO ;F;4;13,398252;38,092664
2018-03-29;18:00;VIALE REGIONE SICILIANA S.E. ;F;;13,350782;38,086131
2018-03-21;20:20;VIA SCIUTI GIUSEPPE ;C;;13,338663;38,139613
2018-03-23;11:20;VIA FICHIDINDIA ;F;1;13,381197;38,093867
2018-03-31;16:00;VIA ORETO ;F;2;13,37121;38,100359
2018-04-02;09:15;VIA GULI' SIMONE COM. ;F;1;13,367618;38,13819
2018-04-05;16:15;PIAZZA CASTELFORTE ;C;;13,321434;38,190002
2018-04-05;17:00;VIALE DIANA ;C;;13,348052;38,150196
2018-03-21;18:30;VIA DELLA LIBERTA' ;C;;13,349604;38,133675
2018-03-27;12:50;PIAZZA CAPONNETTO ANTONINO ;C;;13,357955;38,135253
2018-03-01;09:30;PIAZZA VERDI GIUSEPPE ;F;1;13,357961;38,120867
2018-04-03;11:00;VIALE DEL FANTE ;F;2;13,340821;38,152188
2018-04-06;18:10;VIALE MARIA SS. MEDIATRICE ;F;1;13,336438;38,101896
2018-04-06;18:40;VIA ORETO ;F;1;13,375495;38,093889
2018-04-07;01:45;VIA VENEZIA ;C;;13,361406;38,117361
2018-04-07;02:00;VIA BUONRIPOSO ;F;1;13,372816;38,100118
2018-04-07;11:20;VIALE REGIONE SICILIANA S.E. ;F;1;13,409719;38,086119
2018-04-07;13:00;VIALE REGIONE SICILIANA N.O. ;F;1;13,329946;38,112363
2018-04-07;15:50;PIAZZA CAPONNETTO ANTONINO ;F;1;13,357839;38,135025
2018-04-07;22:55;CORSO DEI MILLE ;F;2;13,425856;38,083845
2018-04-08;01:00;VIA PRINCIPE DI VILLAFRANCA ;F;4;13,350607;38,127099
2018-04-08;05:40;VIALE REGIONE SICILIANA N.O. ;F;1;13,329254;38,115134
2018-04-08;03:30;VIA ZISA ;F;2;13,344259;38,115584
2018-04-07;16:20;VIA VILLA FILIPPINA ;R;;13,353031;38,120397
2018-04-07;19:45;VIA SERGIO PAPA I ;F;2;13,370728;38,155567
2018-04-08;13:00;VIA DEI CANTIERI ;F;1;13,358582;38,13592
2018-04-08;18:15;VIALE MARGHERITA DI SAVOIA ;F;1;13,332095;38,193708
2018-04-08;18:00;VIA POMARA ;C;;13,433624;38,084166
2018-04-09;00:05;PIAZZA GIULIO CESARE ;F;2;13,36679;38,110807
2018-04-08;05:00;VIALE DIANA ;C;;13,349544;38,151969
2018-04-09;08:00;VIA BORREMANS GUGLIELMO ;C;;13,336806;38,133219
2018-04-07;22:40;LUNGOMARE COLOMBO CRISTOFORO ;F;3;13,366249;38,177996
2018-04-09;07:30;VIA ARIOSTO LUDOVICO ;F;2;13,345744;38,134319
2018-04-09;09:15;VIALE DEL FANTE ;R;;13,341724;38,150729
2018-04-09;12:15;PIAZZA NASCE' FRANCESCO ;F;1;13,356386;38,128
2018-02-25;08:20;VIA AUSONIA ;C;;13,334718;38,149642
2018-02-01;19:45;VIA SACCO E VANZETTI ;C;;13,409499;38,096577
2018-04-09;15:10;VIA TRAMONTANA ;C;;13,339046;38,13217
2018-04-09;15:45;VIA CENTURIPE ;F;3;13,29382;38,132032
2018-03-21;12:30;P.ZZA PRINCIPE DI CAMPOREALE ;F;1;13,341828;38,11899
2018-04-09;18:30;VIA SCIUTI GIUSEPPE ;F;1;13,343266;38,13248
2018-04-02;13:20;VIA MONDELLO ;F;1;13,321219;38,202764
2018-04-10;12:10;PIAZZA MONTEGRAPPA ;F;2;13,352265;38,102884
2018-04-10;13:15;VIA PALADINI FILIPPO ;F;2;13,309189;38,135822
2018-04-10;14:10;CORSO RE RUGGERO ;C;;13,353956;38,10913
2018-04-10;15:05;VIA DUE VANELLE ;F;1;13,319584;38,093851
2018-04-10;15:00;VIA FALCANDO UGO ;F;2;13,336749;38,127137
2018-03-23;16:30;PIAZZA NASCE' FRANCESCO ;F;3;13,3569;38,127842
2018-04-04;21:45;VIALE MARGHERITA DI SAVOIA ;F;1;13,332249;38,193762
2018-04-09;10:10;VIA STABILE MARIANO ;C;;13,356908;38,122668
2018-04-09;11:30;VIALE REGIONE SICILIANA N.O. ;C;;13,329273;38,122129
2018-04-10;18:50;VIA GIORDANO ALFONSO ;F;1;13,358505;38,105822
2018-04-11;07:30;VIA CAU LUSSORIO ;C;;13,343478;38,09347
2018-04-09;08:10;VIALE STRASBURGO ;C;;13,324992;38,157825
2018-04-11;12:40;VIA MALASPINA ;F;1;13,347303;38,124473
2018-04-11;13:15;VIA MAGLIOCCO VINCENZO GEN. ;F;1;13,356703;38,121635
2018-04-11;19:05;VIALE REGIONE SICILIANA N.O. ;C;;13,328718;38,12391
2018-04-11;19:40;VIA MORELLO NUNZIO ;F;1;13,34283;38,135244
2018-04-11;23:30;VIALE REGIONE SICILIANA S.E. ;F;1;13,370761;38,089055
2018-04-12;04:00;VIA NOTARBARTOLO EMANUELE ;C;;13,345988;38,132632
2018-03-28;02:30;VIALE DE GASPERI ALCIDE ;F;1;13,334533;38,149916
2018-04-12;08:25;VIA ROCCELLA GUSTAVO ;F;1;13,349912;38,097736
2018-04-09;18:00;VIA ALESSI GIUSEPPE ;C;;13,349853;38,140076
2018-04-01;03:30;VIALE STRASBURGO ;C;;13,332405;38,150675
2018-04-06;11:45;VIALE LEONARDO DA VINCI ;C;;13,327196;38,128068
2018-04-12;10:00;PIAZZA EINSTEIN ALBERT ;F;2;13,329757;38,128523
2018-04-11;16:10;VIALE REGIONE SICILIANA S.E. ;C;;13,335985;38,096534
2018-04-06;11:15;VIA BONO SALVATORE ;C;;13,349693;38,141826
2018-04-10;19:00;VIA NOTARBARTOLO EMANUELE ;C;;13,349536;38,13362
2018-04-11;06:00;VIA MESSINA MARINE ;C;;13,388082;38,105603
2018-04-12;08:00;STRADALE BELLOLAMPO KM.;C;;13,276159;38,13744
2018-04-08;17:00;VIALE MARGHERITA DI SAVOIA ;C;;13,33176;38,196356
2018-04-12;14:25;PIAZZA CAPONNETTO ANTONINO ;F;1;13,357652;38,135599
2018-04-12;15:00;VIALE LAZIO ;F;1;13,335053;38,141148
2018-04-09;17:00;STRADA PROV. PALERMO;F;1;13,303359;38,078678
2018-04-12;17:45;CORSO CALATAFIMI ;F;1;13,336121;38,10552
2018-04-12;20:25;VIALE STRASBURGO ;F;1;13,325499;38,156705
2018-04-12;20:50;VIA DI MARCO VINCENZO ;F;1;13,350384;38,135473
2018-04-12;20:30;VIA CIACULLI ;C;;13,399483;38,080262
2018-04-13;02:10;VIALE MICHELANGELO ;F;1;13,326999;38,139046
2018-04-12;17:20;PIAZZA GIOVANNI PAOLO II PAPA ;F;2;13,338394;38,151252
2018-02-15;13:15;VIA GIORDANO UMBERTO ;C;;13,338485;38,137563
2018-04-13;08:30;VIA TERRASANTA ;C;;13,345863;38,128085
2018-04-13;10:40;VIA LODATO GAETANO ;F;1;13,358724;38,10501
2018-04-13;11:30;VIALE DIANA ;F;2;13,350019;38,151882
2018-04-13;13:20;VIA ORETO ;F;1;13,3661;38,108288
2018-03-30;19:00;VIA ARGENTERIA ;C;;13,363971;38,117562
2018-04-13;13:40;VIA CALA ;F;1;13,369145;38,119428
2018-04-14;02:15;FORO UMBERTO I ;F;3;13,373948;38,116669
2018-04-13;22:00;VIA MELI GIOVANNI ;F;1;13,365082;38,119413
2018-04-14;04:15;VIA BERNINI GIAN LORENZO ;F;1;13,325273;38,133331
2018-04-14;05:00;VIA CRISPI FRANCESCO ;C;;13,362377;38,127005
2018-04-14;14:30;VIA PARTANNA MONDELLO ;F;3;13,301473;38,192375
2018-04-14;16:00;VIA LINCOLN ;F;1;13,370501;38,112408
2018-04-14;20:15;VIA ROMA ;F;1;13,362528;38,118464
2018-04-14;23:45;PIAZZA VITTORIO VENETO ;F;1;13,342157;38,145385
2018-04-15;00:30;VIA PATERNOSTRO ALESSANDRO ;F;2;13,352921;38,123048
2018-04-15;10:00;VIA DEL VESPRO ;F;1;13,362726;38,105283
2018-04-15;15:15;CORSO DEI MILLE ;C;;13,372853;38,106216
2018-04-15;17:00;VIA CONTE FEDERICO ;C;;13,400871;38,084227
2018-04-15;21:30;VIA ROMA ;F;2;13,361494;38,120207
2018-04-15;12:50;VIA DUCA DELLA VERDURA ;C;;13,349492;38,133682
2018-04-16;09:40;VIALE REGIONE SICILIANA S.E. ;F;1;13,38468;38,089383
2018-04-15;20:40;VIA DIAZ ARMANDO M.LLO ;C;;13,394423;38,102304
2018-04-16;11:30;VIA NEBRODI;F;1;13,327577;38,151823
2018-04-16;16:10;VIA MATTARELLA PIERSANTI ;F;1;13,346771;38,131932
2018-04-16;20:40;CORSO CALATAFIMI ;F;1;13,317823;38,09823
2018-04-16;21:00;VIA UDITORE ;F;2;13,32572;38,129723
2018-04-16;08:45;VIA GIORDANO ALFONSO ;F;1;13,359059;38,106336
2018-03-29;19:50;STRADELLA CARTIERA GRANDE ;C;;13,309456;38,078174
2018-04-17;08:50;VIA TASCA LANZA ;C;;13,329419;38,110582
2018-04-17;09:45;FORO UMBERTO I ;F;1;13,371328;38,119648
2018-04-14;05:30;VIALE REGIONE SICILIANA S.E. ;C;;13,375289;38,091222
2018-04-16;03:30;VIA DANTE ;C;;13,350528;38,123677
2018-04-16;11:45;VIA OBERDAN GUGLIELMO ;C;;13,342869;38,119355
2018-04-16;21:15;VIA CASTELFORTE ;F;1;13,327039;38,173038
2018-04-17;12:10;PIAZZA TOMMASO NATALE ;F;2;13,285931;38,189709
2018-04-13;14:45;PIAZZA EINSTEIN ALBERT ;C;;13,330084;38,128716
2018-04-17;14:20;VIA MADONIA VINCENZO ;F;2;13,354866;38,098746
2018-04-17;15:45;VIA TRICOMI ERNESTO ;F;1;13,356797;38,101562
2018-04-17;19:25;VIA VILLAGRAZIA ;F;1;13,363392;38,095193
2018-04-17;20:40;VIALE REGIONE SICILIANA N.O. ;M;;13,328569;38,119359
2018-04-17;12:00;PIAZZA GIULIO CESARE ;C;;13,367341;38,109909
2018-04-18;08:00;VIA NOCE ;F;1;13,336775;38,120607
2018-04-18;08:35;CORSO CALATAFIMI ;F;1;13,348803;38,110677
2018-04-18;10:00;VIALE REGIONE SICILIANA N.O. ;F;1;13,328944;38,122396
2018-04-18;08:50;VIALE GALILEO GALILEI ;F;1;13,333146;38,134981
2018-04-18;14:45;VIA GIUFFRE' LIBORIO ;F;1;13,360974;38,106378
2018-04-18;17:00;VIA CILEA FRANCESCO ;C;;13,336436;38,137908
2018-04-17;11:00;VIA BORREMANS GUGLIELMO ;C;;13,334017;38,132606
2018-04-18;17:00;VIALE STRASBURGO ;F;1;13,322102;38,161253
2018-04-18;19:15;VIA RIZZO AMMIRAGLIO ;F;1;13,360699;38,143871
2018-04-19;00:45;VIA CALA ;C;;13,365895;38,121058
2018-04-19;02:45;FORO UMBERTO I ;F;2;13,376158;38,115224
2018-04-19;08:40;VIALE STRASBURGO ;F;2;13,325869;38,15774
2018-04-19;09:35;VIA ARCHIMEDE ;F;1;13,354004;38,128584
2018-04-19;08:15;VIA DANTE ;C;;13,347055;38,123017
2018-04-16;13:30;VIA NOTARBARTOLO EMANUELE ;F;1;13,34426;38,132313
2018-04-19;11:20;VIA PRINCIPE DI VILLAFRANCA ;F;1;13,350038;38,128119
2018-04-19;11:30;SVINCOLO DI SALVO ROSARIO ;F;1;13,326537;38,149179
2018-04-19;08:35;VIA ALTOFONTE ;R;1;13,3338;38,092145
2018-04-19;14:30;CORSO ALBERTO AMEDEO ;F;1;13,351891;38,112414
2018-04-19;14:20;VIA ROMA ;F;1;13,360178;38,123114
2018-04-19;17:00;VIA LA MALFA UGO ;C;;13,313681;38,162792
2018-04-19;21:30;VIALE LAZIO ;F;1;13,339032;38,142374
2018-04-20;07:10;VIA DELL'ARSENALE ;F;3;13,361547;38,134996
2018-04-20;09:00;VIA MONTE S.CALOGERO ;F;1;13,324727;38,153863
2018-04-20;11:00;VIA SCIUTI GIUSEPPE ;F;1;13,341989;38,134024
2018-04-20;12:20;VIALE REGIONE SICILIANA ;F;1;13,32913;38,124934
2018-04-20;16:25;VIA AUSTRIA ;F;1;13,340011;38,19083
2018-04-20;16:20;VIA CALVI PASQUALE ;F;1;13,355002;38,13013
2018-04-20;17:15;VIA SETTIMO RUGGERO ;F;1;13,357231;38,121708
2018-04-20;18:50;VIA BERNINI GIAN LORENZO ;F;2;13,32985;38,13172
2018-04-20;20:30;VIA BUTERA ANDREA ;F;1;13,341887;38,143404
2018-04-20;23:30;VIA SAMMARTINO ;F;1;13,350983;38,12336
2018-04-21;14:30;VIA TOSCANA ;F;1;13,33883;38,145104
2018-04-21;14:45;VIA DEGLI EMIRI ;F;1;13,332042;38,115119
2018-04-22;08:30;VIA LANZA DI SCALEA GIUSEPPE ;F;1;13,302582;38,185293
2018-04-22;09:30;VIA CADORNA LUIGI GEN. ;F;2;13,356164;38,109942
2018-04-22;16:40;VIA DI BLASI E. GIOVANNI ;C;;13,312871;38,125768
2018-04-22;21:40;VIA LA MALFA UGO ;R;;13,313807;38,162654
2018-04-22;04:00;VIA ARCHIMEDE ;F;1;13,35671;38,129496
2018-04-20;00:30;VIA SARULLO LUIGI ;F;1;13,303703;38,123195
2018-04-21;15:00;PIAZZA GIULIO CESARE ;F;1;13,366398;38,110655
2018-04-21;18:30;VIA TOSELLI PIETRO MAGG. ;F;1;13,35228;38,136333
2018-04-22;12:00;VIA BELMONTE ;F;1;13,369468;38,145061
2018-04-22;12:00;VIA BARI ;C;;13,361858;38,118093
2018-04-22;20:10;VIA VILLA FILIPPINA ;C;;13,352913;38,120717
2018-04-10;17:20;VIALE CAMPANIA ;C;;13,340545;38,143274
2018-04-12;10:00;VIA TIRO A SEGNO ;F;1;13,377821;38,112889
2018-04-23;12:00;VIALE REGIONE SICILIANA N.O. ;F;1;13,328904;38,145704
2018-04-23;14:30;VIALE REGIONE SICILIANA N.O. ;F;1;13,329267;38,122066
2018-04-23;13:05;VIA PERPIGNANO ;F;1;13,332993;38,118931
2018-04-23;15:00;PIAZZA DON BOSCO ;F;1;13,343972;38,144097
2018-04-23;17:00;VIA CATANIA ;F;2;13,350017;38,12811
2018-04-16;19:00;VIA BASILE GIOVANBATTISTA F. ;F;2;13,348924;38,124603
2018-04-17;16:45;VIA TRANCHINA GIUSEPPE ;F;1;13,315503;38,162673
2018-04-24;09:35;VIALE REGIONE SICILIANA S.E. ;C;;13,383185;38,090018
2018-04-17;16:15;VIA DUCA DELLA VERDURA ;F;2;13,350528;38,133874
2018-04-18;08:25;VIA VITTORIO EMANUELE ;F;1;13,355832;38,113406
2018-04-19;13:40;VIALE MICHELANGELO ;F;1;13,311182;38,133735
2018-04-24;09:45;VIA CRISPI FRANCESCO ;F;1;13,36386;38,124613
2018-04-20;09:40;VIA VALVERDE ;C;;13,36269;38,12047
2018-04-23;19:25;VIALE REGIONE SICILIANA N.O. ;F;1;13,329612;38,110361
2018-04-24;13:40;VIA PAZIENZA ;C;;13,318204;38,20013
2018-04-24;14:30;VIA DELLE CROCI ;F;1;13,3541;38,131395
2018-04-16;08:35;VIA XX SETTEMBRE ;C;;13,35232;38,1271
2018-04-20;11:00;VIA STABILE MARIANO ;F;1;13,355908;38,122377
2018-04-24;15:15;VIA RIZZOTTO PLACIDO ;F;1;13,377213;38,094272
2018-04-24;16:20;VIALE ERCOLE ;F;1;13,33918;38,163317
2018-04-24;18:00;VIALE CAMPANIA ;C;;13,339891;38,143906
2018-04-24;17:10;VIA CANTORE ANTONINO GEN. ;F;3;13,344211;38,126679
2018-04-20;17:05;VIA FILICIUZZA ;F;1;13,356467;38,10813
2018-04-25;20:30;VIA BACH JOHANN SEBASTIAN ;F;1;13,301;38,137565
2018-04-25;18:45;LARGO VILLAURA ;C;;13,362132;38,136394
2018-04-25;20:30;VIA MONTEPELLEGRINO ;C;;13,358537;38,136004
2018-04-25;22:20;VIA PRINCIPE DI PALAGONIA ;F;1;13,336537;38,133749
2018-04-18;17:00;VIA SAURO NAZARIO ;C;;13,332004;38,123002
2018-04-26;08:05;VIA ALBIRI ;F;1;13,365442;38,090094
2018-04-20;12:55;VIALE REGIONE SICILIANA S.E. ;C;;13,384063;38,089799
2018-04-23;12:20;VIA SAURO NAZARIO ;F;1;13,331741;38,123173
2018-04-26;09:15;VIA DUCA DELLA VERDURA ;F;1;13,350638;38,13409
2018-04-23;18:40;VIA CRISPI FRANCESCO ;C;;13,360383;38,130068
2018-04-23;18:50;VIA CRISPI FRANCESCO ;C;;13,360234;38,130247
2018-03-23;09:00;VIA TRAPANI PESCIA ;C;;13,319967;38,178256
2018-04-26;15:15;VIA DI MARTINO GIROLAMO ;F;1;13,338682;38,123634
2018-04-23;07:40;VIALE REGIONE SICILIANA N.O. ;C;;13,329386;38,126609
2018-04-24;14:30;VIALE LAZIO ;F;1;13,33817;38,142046
2018-04-26;16:15;FORO UMBERTO I ;R;3;13,37614;38,115195
2018-04-26;22:00;VIA DEGLI EMIRI ;C;;13,33727;38,11637
2018-04-26;23:45;VIA PUGLISI BERTOLINO GIUSEPPE ;F;1;13,356596;38,127525
2018-04-27;02:00;VIA MESSINA MARINE ;F;4;13,447408;38,090307
2018-04-27;03:15;VIA CATALANO AGOSTINO ;C;;13,341177;38,10373
2018-04-27;11:50;PIAZZA DON BOSCO ;F;1;13,343198;38,146401
2018-04-26;10:30;VIA BENTIVEGNA FRANCESCO ;F;1;13,360654;38,123186
2018-04-26;16:55;VIALE STRASBURGO ;C;;13,323951;38,159188
2018-04-26;17:40;VIA CAVOUR CAMILLO ;F;1;13,362213;38,12233
2018-04-26;18:10;VIALE NICOLETTI ROSARIO ;F;4;13,285632;38,19362
2018-04-27;15:40;PIAZZA TOSTI FRANCESCO PAOLO ;F;2;13,341278;38,127899
2018-04-23;10:10;VIA EUGENIO L'EMIRO ;F;1;13,340116;38,114667
2018-04-01;13:00;LARGO ROMAGNOLI ETTORE ;C;;13,34395;38,115634
2018-04-06;08:55;VIA WAGNER RICCARDO ;F;1;13,358213;38,124275
2018-04-10;16:00;VIA SAMMARTINO ;F;1;13,348391;38,127442
2018-04-10;15:00;CORSO CALATAFIMI ;F;2;13,317932;38,098012
2018-04-27;21:50;VIA BORREMANS GUGLIELMO ;F;1;13,333948;38,132656
2018-04-28;03:15;VIA DELL'ORSA MINORE ;C;;13,367417;38,094408
2018-04-28;07:30;VIALE REGIONE SICILIANA N.O. ;F;1;13,329525;38,122507
2018-04-29;01:30;PONTE AMMIRAGLIO ;F;1;13,374165;38,104914
2018-04-28;15:15;VIA CORAZZA FILIPPO ;C;;13,365769;38,103447
2018-04-29;09:45;VIA PEREZ FRANCESCO PAOLO ;F;2;13,367129;38,104842
2018-04-28;23:40;CORSO CALATAFIMI ;C;;13,333626;38,104436
2018-04-28;06:30;STRADA PROV. PALERMO;C;;13,30259;38,091336
2018-04-29;17:30;VIALE REGIONE SICILIANA S.E. ;F;2;13,383552;38,09017
2018-04-29;19:00;VIA PERALTA GUGLIELMO ;F;2;13,361605;38,145914
2018-04-29;20:30;VIA MESSINA MARINE ;F;1;13,444066;38,092914
2018-04-29;21:00;VIA NOTARBARTOLO EMANUELE ;F;5;13,344255;38,132332
2018-04-29;15:55;VIA IMERA ;F;1;13,349391;38,115336
2018-04-29;23:00;VIALE REGIONE SICILIANA S.E. ;F;2;13,349544;38,086712
2018-04-30;08:35;VIA BERNINI GIAN LORENZO ;F;1;13,322243;38,136449
2018-04-27;10:20;VIA HOLM ADOLFO ;C;;13,331415;38,126807
2018-04-27;11:20;VIA UDITORE ;C;;13,327127;38,128148
2018-04-29;18:40;VIALE MARGHERITA DI SAVOIA ;F;1;13,332695;38,190132
2018-04-30;15:00;VIALE REGIONE SICILIANA S.E. ;C;;13,367216;38,088845
2018-04-30;08:10;VIA LINCOLN ;C;;13,37315;38,11377
2018-04-30;15:30;VIA ROMA ;F;1;13,36417;38,115186
2018-04-30;21:00;VIA BASILE ERNESTO ;F;1;13,342897;38,095595
2018-04-30;23:45;VIALE REGIONE SICILIANA N.O. ;F;2;13,328763;38,122442
2018-05-01;16:40;VIA PITRE' GIUSEPPE ;F;2;13,329727;38,110531
2018-05-01;16:40;VIA LASCARIS COSTANTINO ;F;2;13,348761;38,117019
2018-05-01;18:00;VIA S.MARTINO DELLE SCALE ;F;2;13,295944;38,103544
2018-05-01;23:15;VIA ORETO ;F;1;13,367461;38,10659
2018-05-02;08:45;V. CROCIFISSO A PIETRATAGLIATA ;F;1;13,327314;38,103097
2018-05-01;15:50;VIA D'AZEGLIO MASSIMO ;C;;13,34675;38,14095
2018-04-16;13:30;VIA D'OSSUNA ;C;;13,351196;38,115737
2018-05-02;13:45;VIALE DE GASPERI ALCIDE ;C;;13,332873;38,149126
2018-05-02;14:30;VIA GARZILLI NICCOLO' ;C;;13,35202;38,12659
2018-04-06;14:50;FORO UMBERTO I ;C;;13,373131;38,117353
2018-05-02;16:30;PIAZZA NOCE ;F;2;13,332923;38,122051
2018-04-23;07:41;VIA CRISPI FRANCESCO ;C;;13,360472;38,130511
2018-04-20;09:30;VIA NINA SICILIANA ;C;;13,331665;38,118525
2018-04-27;14:30;VIALE REGIONE SICILIANA ;C;;13,338576;38,094096
2018-05-02;08:50;VIA ORETO ;C;;13,373271;38,098139
2018-05-02;09:30;VIALE REGIONE SICILIANA N.O. ;F;1;13,330116;38,105351
2018-05-02;16:30;VIALE STRASBURGO ;F;1;13,326388;38,156623
2018-05-02;22:20;VIA CRISAFULLI ELIA ;F;1;13,349513;38,100641
2018-05-03;06:40;VIA VILLAGRAZIA ;F;1;13,341003;38,087032
2018-05-02;17:00;VIA CAVOUR CAMILLO ;F;1;13,360464;38,121817
2018-04-12;19:15;VIA GALEANO GIUSEPPE ;C;;13,400954;38,089053
2018-05-03;08:00;VIA LA MALFA UGO ;F;3;13,31759;38,157496
2018-05-03;12:50;VIA DELLA LIBERTA' ;F;1;13,344726;38,141354
2018-05-03;20:45;VIA PINDEMONTE ;F;1;13,34029;38,108028
2018-05-04;00:10;VIA SERRADIFALCO ;F;2;13,33799;38,128951
2018-05-03;19:15;VIA DICILLO ROCCO ;F;2;13,336329;38,102804
2018-05-04;09:00;VIALE REGIONE SICILIANA N.O. ;C;;13,329467;38,11027
2018-05-04;10:00;VIA BUONRIPOSO ;C;;13,373406;38,101285
2018-05-04;10:00;VIA NARBONE ALESSIO ;C;;13,344602;38,120276
2018-05-04;08:30;VIALE REGIONE SICILIANA S.E. ;C;;13,338999;38,093873
2018-05-04;11:05;VIA AVERSA TOMMASO ;F;1;13,338168;38,12479
2018-05-04;14:45;VIALE LAZIO ;C;;13,333989;38,140786
2018-05-04;18:25;VIALE STRASBURGO ;F;1;13,329246;38,153493
2018-05-02;12:00;VIA BELGIO ;C;;13,329011;38,150329
2018-05-04;20:00;VIA BUONRIPOSO ;F;2;13,371247;38,098684
2018-05-04;21:30;VIALE DELLE ALPI ;F;1;13,336374;38,139773
2018-05-05;07:25;VIA LO MONACO CIACCIO ANTONINO ;F;1;13,324724;38,133662
2018-05-05;16:40;PIAZZA VIRGILIO ;F;1;13,348485;38,123851
2018-05-05;15:00;VIA CASTELLANA ;C;;13,29195;38,125506
2018-05-05;15:00;VIA MESSINA MONTAGNE ;F;1;13,426811;38,083435
2018-05-05;18:00;VIA LA MARMORA ALESSANDRO ;F;3;13,346633;38,142885
2018-05-05;19:40;VIALE STRASBURGO ;C;;13,320879;38,162998
2018-05-06;00:30;VIA FOSCOLO UGO ;C;;13,345425;38,138388
2018-05-06;01:00;VIA XIMENES ETTORE ;F;1;13,357542;38,129834
2018-05-06;02:35;CORSO DEI MILLE ;F;2;13,368275;38,111469
2018-05-06;04:05;CORSO DEI MILLE ;C;;13,426839;38,083457
2018-05-06;02:30;VIALE PIEMONTE ;C;;13,342352;38,139516
2018-05-06;09:50;VIA BENTIVEGNA FRANCESCO ;F;2;13,360663;38,1232
2018-05-06;12:30;CORSO CALATAFIMI ;F;1;13,311583;38,095735
2018-05-06;18:40;PIAZZA FRANCESE MARIO ;F;1;13,331343;38,148436
2018-05-07;00:40;VIA MAGIONE ;F;1;13,367224;38,112767
2018-05-05;01:00;VIA SERRADIFALCO ;C;;13,337778;38,129165
2018-05-04;18:50;CORSO ALBERTO AMEDEO ;C;;13,350825;38,117769
2018-05-07;08:00;VIA TERRASANTA ;F;1;13,345036;38,129332
2018-03-09;05:45;VIA BELVEDERE ;C;;13,31797;38,117344
2018-04-06;17:00;VIA ORETO ;C;;13,372659;38,098929
2018-04-21;07:50;PIAZZA BOIARDO MATTEO MARIA ;C;;13,342315;38,131818
2018-05-07;13:50;LARGO DI MAGGIO JOE ;C;;13,309327;38,188945
2018-05-07;13:40;VIA MESSINA MARINE ;C;;13,383019;38,106803
2018-04-29;18:10;PIAZZA SETT'ANGELI ;F;1;13,356861;38,11508
2018-05-07;17:05;VIA CASTELLANA ;C;;13,284672;38,126576
2018-05-07;17:00;VIA DEL BASTIONE ;C;;13,35457;38,110766
2018-05-07;18:05;VIA PECORAINO FILIPPO ;F;1;13,399058;38,095031
2018-05-08;07:50;VIA ISONZO ;F;1;13,343009;38,142211
