ID,TipoPersona,Sesso,TipoLesione
3625824,Conducente,F,Illeso
3625830,Conducente,M,Illeso
3625830,Conducente,M,Illeso
3625835,Conducente,M,Illeso
3625835,Conducente,F,Illeso
3625836,Conducente,M,Rifiuta cure immediate
3625836,Conducente,F,Illeso
3625842,Conducente,M,Illeso
3625842,Conducente,M,Illeso
3625845,Conducente,F,Illeso
3625845,Conducente,M,Illeso
3625845,Passeggero,M,Illeso
3625921,Conducente,M,Illeso
3625921,Conducente,F,Illeso
3626187,Conducente,M,Illeso
3626192,Conducente,M,Illeso
3626192,Conducente,M,Illeso
3626197,Conducente,M,Illeso
3626197,Conducente,F,Illeso
3626205,Conducente,F,Illeso
3626205,Conducente,F,Illeso
3626205,Passeggero,M,Illeso
3626205,Passeggero,M,Illeso
3626208,Conducente,M,Illeso
3626208,Passeggero,F,Rifiuta cure immediate
3626208,Conducente,F,Illeso
3626214,Conducente,M,Illeso
3626214,Passeggero,F,Illeso
3626214,Passeggero,M,Illeso
3626214,Passeggero,M,Illeso
3626214,Passeggero,F,Illeso
3626214,Conducente,M,Illeso
3626214,Passeggero,M,Illeso
3626214,Passeggero,M,Illeso
3626218,Pedone,F,Prognosi riservata
3626218,Conducente,F,Illeso
3626218,Passeggero,M,Illeso
3626224,Conducente,M,Illeso
3626224,Passeggero,F,Illeso
3626224,Conducente,F,Illeso
3626224,Passeggero,F,Illeso
3626230,Conducente,M,Illeso
3626230,Conducente,M,Illeso
3626230,Passeggero,F,Rimandato
3626233,Conducente,F,Illeso
3626234,Conducente,M,Illeso
3626236,Conducente,F,Illeso
3626239,Pedone,F,Prognosi riservata
3626239,Conducente,M,Illeso
3626240,Conducente,M,Illeso
3626245,Conducente,F,Illeso
3626245,Conducente,M,Illeso
3626250,Pedone,M,Rimandato
3626250,Conducente,F,Illeso
3626251,Conducente,M,Rimandato
3626251,Conducente,M,Illeso
3626251,Conducente,M,Rimandato
3626256,Conducente,M,Illeso
3626256,Conducente,M,Illeso
3626257,Conducente,M,Illeso
3626261,Conducente,M,Illeso
3626261,Conducente,M,Illeso
3626261,Passeggero,F,Illeso
3626261,Passeggero,M,Illeso
3626267,Conducente,M,Illeso
3626267,Conducente,M,Illeso
3626269,Conducente,M,Illeso
3626269,Conducente,M,Illeso
3626276,Conducente,M,Illeso
3626276,Conducente,M,Rifiuta cure immediate
3626277,Conducente,M,Illeso
3626277,Conducente,M,Illeso
3626283,Conducente,M,Illeso
3626288,Conducente,F,Illeso
3626288,Passeggero,M,Rifiuta cure immediate
3626288,Passeggero,M,Illeso
3626288,Conducente,F,Rimandato
3626301,Conducente,M,Illeso
3626305,Conducente,M,Illeso
3626305,Conducente,M,Illeso
3626305,Passeggero,M,Illeso
3626305,Conducente,M,Illeso
3626362,Conducente,M,Illeso
3626362,Conducente,M,Illeso
3626371,Conducente,M,Illeso
3626371,Passeggero,M,Illeso
3626371,Conducente,M,Illeso
3626373,Conducente,M,Illeso
3626373,Conducente,M,Illeso
3626384,Conducente,F,Rimandato
3626384,Conducente,M,Illeso
3626387,Conducente,M,Illeso
3626387,Conducente,M,Illeso
3626390,Conducente,F,Illeso
3626394,Conducente,M,Rifiuta cure immediate
3626440,Conducente,M,Rimandato
3626449,Conducente,M,Illeso
3626449,Passeggero,F,Illeso
3626449,Conducente,M,Illeso
3626498,Conducente,M,Illeso
3626498,Passeggero,M,Illeso
3626573,Conducente,F,Rimandato
3626573,Conducente,M,Illeso
3626590,Conducente,M,Illeso
3626590,Conducente,F,Illeso
3626611,Conducente,F,Illeso
3626611,Conducente,M,Illeso
3626657,Pedone,M,Prognosi riservata
3626657,Conducente,M,Illeso
3626753,Conducente,M,Illeso
3626753,Passeggero,F,Illeso
3626753,Conducente,M,Illeso
3626780,Conducente,F,Illeso
3626823,Conducente,M,Rimandato
3626823,Conducente,M,Illeso
3626857,Conducente,M,Illeso
3626857,Passeggero,M,Illeso
3626857,Conducente,M,Illeso
3626916,Conducente,F,Illeso
3626916,Passeggero,M,Illeso
3626916,Conducente,M,Rimandato
3626916,Conducente,F,Illeso
3626926,Conducente,F,Illeso
3626926,Conducente,M,Illeso
3627013,Conducente,M,Illeso
3627013,Conducente,M,Illeso
3627016,Conducente,F,Illeso
3627016,Passeggero,F,Illeso
3627016,Conducente,M,Illeso
3627016,Passeggero,M,Illeso
3627016,Passeggero,M,Illeso
3627019,Conducente,F,Illeso
3627019,Passeggero,F,Illeso
3627038,Conducente,M,Rifiuta cure immediate
3627038,Conducente,M,Illeso
3627057,Conducente,M,Rimandato
3627073,Conducente,F,Illeso
3627073,Passeggero,F,Illeso
3627073,Conducente,F,Illeso
3627073,Passeggero,F,Illeso
3627073,Passeggero,F,Illeso
3627078,Conducente,M,Illeso
3627101,Conducente,M,Illeso
3627101,Passeggero,M,Illeso
3627101,Conducente,M,Rimandato
3627102,Passeggero,F,Illeso
3627102,Conducente,F,Illeso
3627102,Conducente,M,Illeso
3627102,Passeggero,F,Illeso
3627106,Pedone,M,Illeso
3627106,Conducente,M,Illeso
3627115,Conducente,M,Rifiuta cure immediate
3627117,Conducente,F,Illeso
3627117,Conducente,M,Illeso
3627140,Conducente,F,Rifiuta cure immediate
3627159,Conducente,M,Illeso
3627159,Passeggero,M,Illeso
3627159,Conducente,M,Rimandato
3627184,Conducente,M,Illeso
3627188,Conducente,M,Illeso
3627188,Passeggero,M,Illeso
3627188,Conducente,M,Illeso
3627226,Conducente,F,Rimandato
3627226,Passeggero,F,Illeso
3627226,Conducente,F,Illeso
3627226,Conducente,M,Illeso
3627438,Conducente,M,Illeso
3627438,Conducente,M,Illeso
3627443,Pedone,F,Rimandato
3627443,Conducente,M,Illeso
3627443,Passeggero,F,Illeso
3627447,Conducente,F,Illeso
3627447,Conducente,F,Illeso
3627447,Passeggero,M,Illeso
3627448,Conducente,M,Illeso
3627448,Conducente,M,Illeso
3627504,Conducente,M,Illeso
3627504,Conducente,F,Illeso
3627537,Conducente,M,Illeso
3627537,Passeggero,F,Illeso
3627537,Conducente,M,Illeso
3627563,Conducente,M,Illeso
3627563,Passeggero,M,Illeso
3627563,Conducente,M,Illeso
3627563,Passeggero,F,Illeso
3627569,Conducente,M,Illeso
3627569,Passeggero,F,Illeso
3627573,Conducente,M,Illeso
3627573,Conducente,F,Illeso
3627576,Conducente,M,Illeso
3627576,Passeggero,F,Illeso
3627576,Conducente,M,Rimandato
3627576,Passeggero,F,Ricoverato
3627579,Conducente,F,Illeso
3627584,Conducente,M,Illeso
3627584,Conducente,M,Illeso
3627590,Conducente,M,Illeso
3627590,Passeggero,F,Illeso
3627623,Conducente,M,Illeso
3627623,Conducente,M,Illeso
3627737,Pedone,M,Illeso
3627737,Pedone,F,Rifiuta cure immediate
3627737,Conducente,M,Illeso
3627743,Conducente,M,Illeso
3627743,Passeggero,F,Illeso
3627743,Passeggero,M,Illeso
3627743,Passeggero,M,Illeso
3627905,Conducente,M,Illeso
3628007,Conducente,M,Illeso
3628007,Conducente,M,Rimandato
3628007,Passeggero,F,Rimandato
3628009,Conducente,F,Illeso
3628009,Conducente,M,Illeso
3628009,Passeggero,F,Illeso
3628038,Conducente,M,Rifiuta cure immediate
3628038,Conducente,M,Illeso
3628311,Conducente,M,Rimandato
3628311,Conducente,M,Illeso
3628342,Conducente,M,Rifiuta cure immediate
3628342,Conducente,M,Prognosi riservata
3628348,Conducente,M,Rimandato
3628348,Conducente,M,Illeso
3628351,Pedone,M,Illeso
3628351,Pedone,F,Illeso
3628351,Conducente,F,Illeso
3628364,Conducente,M,Illeso
3628364,Conducente,M,Illeso
