Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Natura
Roma,2018-02-07,18:30,CORSO D'ITALIA,"(41.910060000000001,12.50033)",5,0,0,0,Tamponamento
Roma,2018-02-07,18:30,VIA DI TORRENOVA,"(41.877609999999997,12.61872)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,18:30,VIALE CARMELO BENE,"(41.975099999999998,12.53369)",3,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-07,18:30,PIAZZA RAGUSA,"(41.881180000000001,12.523059999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,18:30,VIA AURELIA,"(41.886060000000001,12.388859999999999)",4,0,0,0,Tamponamento Multiplo
Roma,2018-02-07,18:30,VIA TUSCOLANA,"(41.863239999999998,12.550750000000001)",3,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-07,18:40,VIA NOMENTANA,"(41.941420000000001,12.552949999999999)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,18:40,VIA ARDEATINA,"(41.775089999999999,12.546760000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,18:43,VIA OSTIENSE,"(41.756799999999998,12.301600000000001)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,18:50,VIA SENIGALLIA,"(41.941569999999999,12.58304)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,19:00,VIA DEI CRISPOLTI,"(41.937809999999999,12.654949999999999)",1,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,19:00,VIA TARANTO,"(41.884010000000004,12.51721)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,19:00,VIA PRENESTINA,"(41.895069999999997,12.568669999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,19:10,VIA FERDINANDO DI SAVOIA,"(41.910260000000001,12.47443)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,19:15,VIA CESARE DE LOLLIS,"(41.901179999999997,12.51661)",2,0,0,0,Tamponamento
Roma,2018-02-07,19:15,VIA RUBICONE,"(41.92004,12.50076)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,19:15,VIA OSTIENSE,"(41.808959999999999,12.41118)",3,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,19:20,VIALE DI TOR DI QUINTO,"(41.941989999999997,12.48269)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,19:25,VIA OSTIENSE,"(41.808959999999999,12.41118)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,19:45,VIA VENTIQUATTRO MAGGIO,"(41.897790000000001,12.48681)",0,2,0,0,Investimento di pedone
Roma,2018-02-07,20:00,VIA ESCHILO,"(41.761989999999997,12.37215)",2,0,0,0,Tamponamento
Roma,2018-02-07,20:00,VIA ARDEATINA,"(41.775089999999999,12.546760000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,20:20,VIALE DEI CADUTI PER LA RESISTENZA,"(41.78228,12.441240000000001)",2,1,0,0,Investimento di pedone
Roma,2018-02-07,20:20,VIA DEI GIUOCHI ISTMICI,"(41.942390000000003,12.462199999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,20:30,VIALE PALMIRO TOGLIATTI,"(41.874040000000001,12.56981)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,20:55,VIA FRANCESCO CRUCITTI,"(41.930230000000002,12.427060000000001)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,21:00,VIALE DEL MURO TORTO,"(41.910800000000002,12.481640000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,21:00,CORSO D'ITALIA,"(41.909990000000001,12.490629999999999)",0,2,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-07,21:30,VIALE DI TOR DI QUINTO,"(41.94961,12.48447)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,22:00,VIA COLLATINA,"(41.922339999999998,12.66611)",4,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,22:05,VIA TOR DE' SCHIAVI,"(41.88494,12.56278)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-07,22:40,VIA DELLA PINETA SACCHETTI,"(41.916849999999997,12.42235)",0,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-07,22:50,VIA DEGLI EQUI,"(41.896120000000003,12.513450000000001)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,23:00,VIA BELMONTE IN SABINA,"(41.948369999999997,12.597329999999999)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-07,23:50,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",1,1,0,0,Investimento di pedone
Roma,2018-02-08,00:28,LUNGOMARE AMERIGO VESPUCCI,"(41.707230000000003,12.333970000000001)",0,3,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-08,01:40,VIA DUCCIO GALIMBERTI,"(41.913640000000001,12.44238)",0,1,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,02:00,VIA DEI CAMPI SPORTIVI,"(41.934150000000002,12.4902)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,03:50,VIA NAPOLEONE III,"(41.896619999999999,12.502330000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,06:00,VIA DI TORRENOVA,"(41.877540000000003,12.61853)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,06:00,VIA BRACCIANENSE,"(42.036099999999998,12.268050000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,06:20,VIA BRACCIANENSE,"(42.035850000000003,12.27046)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,07:00,VIA BRACCIANENSE,"(42.035209999999999,12.27389)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,07:15,CIRCONVALLAZIONE SALARIA,"(41.934370000000001,12.52092)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,07:30,VIA DELLA CECCHINA,"(41.94755,12.54218)",0,0,1,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-08,07:50,VIALE PALMIRO TOGLIATTI,"(41.887689999999999,12.57339)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,08:05,VIA LUIGI PETROSELLI,"(41.890909999999998,12.480560000000001)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,08:10,PIAZZALE DEGLI EROI,"(41.909280000000003,12.44947)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,08:10,PIAZZA DI S. GIOVANNI IN LATERANO,"(41.887270000000001,12.504289999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,08:10,VIA PRINCIPE AMEDEO,"(41.897599999999997,12.50238)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,08:15,VIA APPIA NUOVA,"(41.861739999999998,12.53326)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,08:20,VIA RADICOFANI,"(41.974899999999998,12.51267)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,08:30,VIALE GUIDO BACCELLI,"(41.8748,12.495620000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,08:40,VIA PASQUALE BAFFI,"(41.851590000000002,12.4542)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,08:40,VIA PONTINA,"(41.797910000000002,12.45351)",3,0,0,0,Tamponamento Multiplo
Roma,2018-02-08,08:50,VIA SILVIO D'AMICO,"(41.851759999999999,12.478569999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,08:55,VIA COLLATINA,"(41.900060000000003,12.565939999999999)",6,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,09:10,VIA ROMOLO TRINCHIERI,"(41.887830000000001,12.559950000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,09:15,VIA NICOLA FABRIZI,"(41.886569999999999,12.46514)",1,2,0,0,Investimento di pedone
Roma,2018-02-08,09:30,VIA AURELIA,"(41.887520000000002,12.388730000000001)",2,1,0,0,Tamponamento Multiplo
Roma,2018-02-08,10:05,VIA NOMENTANA,"(41.923000000000002,12.51882)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,10:30,VIA VITORCHIANO,"(41.959600000000002,12.48821)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-08,10:45,VIA TERENZIO,"(41.906559999999999,12.46312)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,11:00,PIAZZA DELLA RADIO,"(41.869709999999998,12.466659999999999)",3,0,0,0,Tamponamento
Roma,2018-02-08,11:30,VIA RUGGERO FAURO,"(41.926229999999997,12.48931)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,11:40,CORSO D'ITALIA,"(41.911020000000001,12.493270000000001)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-02-08,11:45,VIA DI BOCCEA,"(41.903730000000003,12.41047)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,12:00,PIAZZA S. LEONARDO DA PORTO MAURIZIO,"(41.783189999999998,12.365410000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,12:00,VIA DI BOCCEA,"(41.903730000000003,12.41047)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,12:10,VIA TANCREDI CHIARALUCE,"(41.745930000000001,12.267469999999999)",0,1,1,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-08,12:30,VIA FRANCESCO SAPORI,"(41.811410000000002,12.484769999999999)",2,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-08,12:40,VIA DEL FOSSO DI DRAGONCELLO,"(41.761110000000002,12.328709999999999)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,12:45,VIA BRACCIANENSE,"(42.010219999999997,12.372870000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,12:50,VIA DEL FUOCO SACRO,"(41.864890000000003,12.64137)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,13:10,VIA TARANTO,"(41.88205,12.522410000000001)",1,1,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,13:15,VIA ANAGNI,"(41.890050000000002,12.554869999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-08,13:30,VIA PIETRO ROVETTI,"(41.87782,12.544090000000001)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,13:35,VIA DI BACCANELLO,"(42.069580000000002,12.33451)",1,3,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-02-08,13:40,VIA CRISTOFORO COLOMBO,"(41.754849999999998,12.36984)",1,1,0,0,Tamponamento
Roma,2018-02-08,13:45,PIAZZA LAURO DE BOSIS,"(41.931489999999997,12.459910000000001)",2,0,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-02-08,13:45,PONTE PALATINO,"(41.889139999999998,12.47898)",3,0,0,0,Tamponamento
Roma,2018-02-08,14:10,VIA CASSIA,"(41.98292,12.41323)",4,1,0,0,Investimento di pedone
Roma,2018-02-08,14:20,PIAZZA DI DONNA OLIMPIA,"(41.877560000000003,12.452360000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,14:20,VIALE DEL TINTORETTO,"(41.832630000000002,12.50067)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,14:50,VIA CORNELIA,"(41.910150000000002,12.39855)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,15:00,VIA DI MONTE CUCCO,"(41.840359999999997,12.441990000000001)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,15:10,VIALE LUIGI EINAUDI,"(41.902279999999998,12.49794)",0,2,0,0,Veicolo in marcia contro veicolo arresto
Roma,2018-02-08,15:15,VIA DEL QUADRARO,"(41.853180000000002,12.54927)",2,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-08,15:20,VIA PRENESTINA,"(41.892200000000003,12.53458)",3,1,0,0,Tamponamento Multiplo
Roma,2018-02-08,15:20,VIA DELLA BALDUINA,"(41.926909999999999,12.44092)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,15:40,PIAZZA LECCE,"(41.911050000000003,12.51646)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,15:50,LUNGOTEVERE FLAMINIO,"(41.921930000000003,12.47021)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,15:55,VIA QUINTILIO VARO,"(41.853639999999999,12.56509)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,16:00,VIA COLLATINA,"(41.900770000000001,12.567500000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,16:28,VIA LAURENTINA,"(41.727159999999998,12.509180000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,16:40,VIA PRENESTINA,"(41.89228,12.53819)",0,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,16:45,VIA PORTUENSE,"(41.862580000000001,12.453419999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,16:45,VIALE PARTENOPE,"(41.891300000000001,12.551259999999999)",2,0,0,0,Tamponamento
Roma,2018-02-08,17:15,VIA DI TORREVECCHIA,"(41.933579999999999,12.419689999999999)",4,0,0,0,Tamponamento Multiplo
Roma,2018-02-08,17:40,VIA MONTEBRUNO,"(41.930459999999997,12.420360000000001)",1,1,0,0,Investimento di pedone
Roma,2018-02-08,17:45,VIA MAGNAGRECIA,"(41.880429999999997,12.50816)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,17:50,VIA TANCREDI CHIARALUCE,"(41.742199999999997,12.26338)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-08,18:10,CIRCONVALLAZIONE TRIONFALE,"(41.910980000000002,12.44903)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,18:10,VIA IGINO GIORDANI,"(41.906390000000002,12.56208)",2,0,0,0,Tamponamento
Roma,2018-02-08,18:15,VIA DEL CANALE DELLA LINGUA,"(41.74915,12.331580000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,18:20,VIA ODOARDO BECCARI,"(41.871400000000001,12.49639)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,18:20,VIALE DELLE TERME DI CARACALLA,"(41.880029999999998,12.49624)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,18:45,LARGO CAVALIERI DI COLOMBO,"(41.881480000000003,12.493040000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,18:45,VIA LUISA DI SAVOIA,"(41.911119999999997,12.473850000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,18:45,VIA CASSIA,"(41.980939999999997,12.4162)",5,0,0,0,Tamponamento Multiplo
Roma,2018-02-08,18:55,PIAZZA GUIDO GOZZANO,"(41.94502,12.55913)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-08,19:05,VIALE ALESSANDRO MAGNO,"(41.745660000000001,12.34882)",1,1,0,0,Investimento di pedone
Roma,2018-02-08,19:10,VIA PIETRO ROSA,"(41.729909999999997,12.28473)",1,0,1,0,Investimento di pedone
Roma,2018-02-08,19:10,VIA DI VERMICINO,"(41.854210000000002,12.674939999999999)",3,0,0,0,Tamponamento Multiplo
Roma,2018-02-08,19:10,Tangenziale Est direzione S. Giovanni,"(41.90278,12.496370000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,19:37,VIA LA SPEZIA,"(41.886339999999997,12.51543)",2,0,0,0,Tamponamento
Roma,2018-02-08,20:10,VIADOTTO ZELIA NUTTALL,"(41.774439999999998,12.336600000000001)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-08,20:10,VIA AURELIA ANTICA,"(41.890160000000002,12.4346)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-08,20:30,VIA VAL D'AOSTA,"(41.931040000000003,12.52683)",1,1,0,0,Investimento di pedone
Roma,2018-02-08,20:30,LUNGOTEVERE DI PIETRA PAPA,"(41.862879999999997,12.474309999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-08,22:25,VIA CRISTOFORO COLOMBO,"(41.754890000000003,12.369730000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,22:30,VIALE AVENTINO,"(41.882100000000001,12.48654)",3,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-08,22:55,VIALE DEI CAVALIERI DI VITTORIO VENETO,"(41.920650000000002,12.45012)",2,1,0,0,Tamponamento
Roma,2018-02-09,02:50,VIA TIBURTINA,"(41.920819999999999,12.56643)",0,2,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-09,04:50,VIA EMANUELE FILIBERTO,"(41.889940000000003,12.50694)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-09,06:12,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-09,06:25,VIA DEI PIOPPI,"(41.877850000000002,12.571300000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-09,06:30,VIA TUSCOLANA,"(41.863489999999999,12.549720000000001)",1,1,0,0,Tamponamento
Roma,2018-02-09,06:30,VIA TANCREDI CHIARALUCE,"(41.747070000000001,12.27017)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-09,06:50,VIA ANAGNINA,"(41.810870000000001,12.62505)",1,2,0,0,Tamponamento
Roma,2018-02-09,07:15,VIA MONTE DEL MARMO,"(41.922879999999999,12.389469999999999)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-09,07:35,VIA DI S. PETRONILLA,"(41.855930000000001,12.49915)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,07:45,VIA PRENESTINA,"(41.895029999999998,12.55918)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,08:00,VIA WALTER TOBAGI,"(41.875450000000001,12.59721)",1,1,0,0,Investimento di pedone
Roma,2018-02-09,08:00,VIALE ERMINIO SPALLA,"(41.832610000000003,12.500959999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,08:00,VIA GIORGIO DE LULLO,"(41.785850000000003,12.393599999999999)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,08:15,VIA DI MEZZOCAMMINO,"(41.791849999999997,12.42118)",4,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-09,08:30,VIA MATTEO BOIARDO,"(41.889119999999998,12.504899999999999)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-09,08:40,VIA ARDEATINA,"(41.827770000000001,12.51843)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,08:45,VIA DI TORRENOVA,"(41.877540000000003,12.61853)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,08:50,VIALE DELLO STADIO OLIMPICO,"(41.929900000000004,12.45417)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-09,09:00,VIA TUSCOLANA,"(41.873399999999997,12.53119)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,09:00,LARGO GIOVANNI XXIII,"(41.902380000000001,12.464359999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,09:10,VIA FLAVIA TIZIANA,"(41.857709999999997,12.499890000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,09:10,VIA DEI CESSATI SPIRITI,"(41.868720000000003,12.52947)",1,1,0,0,Investimento di pedone
Roma,2018-02-09,09:15,VIA STENDHAL,"(41.832689999999999,12.47301)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-02-09,09:20,VIALE DELL'UMANESIMO,"(41.824330000000003,12.465820000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,09:35,VIA TRIONFALE,"(41.954279999999997,12.41229)",2,0,0,0,Tamponamento
Roma,2018-02-09,09:45,VIA WALTER TOBAGI,"(41.87283,12.598789999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,10:00,VIA ODERISI DA GUBBIO,"(41.865189999999998,12.46514)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,10:10,VIA PRENESTINA,"(41.894460000000002,12.57705)",0,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,10:15,VIA DI VALLE MURICANA,"(42.028120000000001,12.46744)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-09,10:30,VIA DI TORREVECCHIA,"(41.923319999999997,12.412229999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,10:30,PIAZZALE DEL PARCO DELLA RIMEMBRANZA,"(41.90278,12.496370000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,10:30,VIA DELL'AMBA ARADAM,"(41.883589999999998,12.499829999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,10:45,VIA OTTAVIANO,"(41.908520000000003,12.457940000000001)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,10:58,VIA CESARE FRUGONI,"(41.840890000000002,12.46611)",2,0,0,0,Tamponamento
Roma,2018-02-09,11:07,VIALE DELLE BELLE ARTI,"(41.918439999999997,12.47883)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-09,11:10,VIA GIUSEPPE SALVIOLI,"(41.86036,12.5671)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,11:30,VIALE REGINA ELENA,"(41.905769999999997,12.51545)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-09,11:30,VIALE GIUSEPPE GENOESE ZERBI,"(41.737180000000002,12.29257)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,11:45,VIA ALESSANDRO POERIO,"(41.879109999999997,12.46312)",1,1,0,0,Investimento di pedone
Roma,2018-02-09,12:25,VIA PREVESA,"(41.914729999999999,12.456289999999999)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,12:30,VIALE BRUNO PELIZZI,"(41.855200000000004,12.583819999999999)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-09,12:45,VIA REGGIO EMILIA,"(41.912149999999997,12.50299)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-09,12:50,VIA BARTOLO LONGO,"(41.930579999999999,12.56696)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,13:50,VIA GIORDANO BRUNO,"(41.910209999999999,12.453010000000001)",3,1,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-09,13:55,VIA CRISTOFORO COLOMBO,"(41.861840000000001,12.49822)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-09,14:00,VIA ARDEATINA,"(41.772120000000001,12.552709999999999)",4,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-09,14:05,VIA DEL QUADRARO,"(41.854390000000002,12.550940000000001)",2,1,0,0,Investimento di pedone
Roma,2018-02-09,14:10,VIA GIAMBATTISTA VICO,"(41.91189,12.474919999999999)",2,0,0,0,Tamponamento
Roma,2018-02-09,14:20,VIA FILIPPO SERAFINI,"(41.861379999999997,12.57456)",1,1,0,0,Investimento di pedone
Roma,2018-02-09,14:30,VIA DELLE QUINQUEREMI,"(41.72307,12.29693)",5,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-09,14:50,SOTTOVIA IGNAZIO GUIDI,"(41.90916,12.501749999999999)",1,1,0,0,Tamponamento
Roma,2018-02-09,15:00,CORSO DI FRANCIA,"(41.944569999999999,12.469469999999999)",1,1,0,0,Tamponamento
