Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Tipo,Causa,Visibilità,Fondo_stradale,Meteo,Pavimentazione,Illuminazione
Palermo,2018-04-25,18:45,LARGO VILLAURA ,"(38.136394,13.362132)",,,,,,,,,,,
Palermo,2018-04-25,20:30,VIA MONTEPELLEGRINO ,"(38.136004,13.358537)",,,,,,,,,,,
Palermo,2018-04-25,22:20,VIA PRINCIPE DI PALAGONIA ,"(38.133749,13.336537)",,1,,,,,,,,,
Palermo,2018-04-18,17:00,VIA SAURO NAZARIO ,"(38.123002,13.332004)",,,,,,,,,,,
Palermo,2018-04-26,08:05,VIA ALBIRI ,"(38.090094,13.365442)",,1,,,,,,,,,
Palermo,2018-04-20,12:55,VIALE REGIONE SICILIANA S.E. ,"(38.089799,13.384063)",,,,,,,,,,,
Palermo,2018-04-23,12:20,VIA SAURO NAZARIO ,"(38.123173,13.331741)",,1,,,,,,,,,
Palermo,2018-04-26,09:15,VIA DUCA DELLA VERDURA ,"(38.13409,13.350638)",,1,,,,,,,,,
Palermo,2018-04-23,18:40,VIA CRISPI FRANCESCO ,"(38.130068,13.360383)",,,,,,,,,,,
Palermo,2018-04-23,18:50,VIA CRISPI FRANCESCO ,"(38.130247,13.360234)",,,,,,,,,,,
Palermo,2018-03-23,09:00,VIA TRAPANI PESCIA ,"(38.178256,13.319967)",,,,,,,,,,,
Palermo,2018-04-26,15:15,VIA DI MARTINO GIROLAMO ,"(38.123634,13.338682)",,1,,,,,,,,,
Palermo,2018-04-23,07:40,VIALE REGIONE SICILIANA N.O. ,"(38.126609,13.329386)",,,,,,,,,,,
Palermo,2018-04-24,14:30,VIALE LAZIO ,"(38.142046,13.33817)",,1,,,,,,,,,
Palermo,2018-04-26,16:15,FORO UMBERTO I ,"(38.115195,13.37614)",,3,,,,,,,,,
Palermo,2018-04-26,22:00,VIA DEGLI EMIRI ,"(38.11637,13.33727)",,,,,,,,,,,
Palermo,2018-04-26,23:45,VIA PUGLISI BERTOLINO GIUSEPPE ,"(38.127525,13.356596)",,1,,,,,,,,,
Palermo,2018-04-27,02:00,VIA MESSINA MARINE ,"(38.090307,13.447408)",,4,,,,,,,,,
Palermo,2018-04-27,03:15,VIA CATALANO AGOSTINO ,"(38.10373,13.341177)",,,,,,,,,,,
Palermo,2018-04-27,11:50,PIAZZA DON BOSCO ,"(38.146401,13.343198)",,1,,,,,,,,,
Palermo,2018-04-26,10:30,VIA BENTIVEGNA FRANCESCO ,"(38.123186,13.360654)",,1,,,,,,,,,
Palermo,2018-04-26,16:55,VIALE STRASBURGO ,"(38.159188,13.323951)",,,,,,,,,,,
Palermo,2018-04-26,17:40,VIA CAVOUR CAMILLO ,"(38.12233,13.362213)",,1,,,,,,,,,
Palermo,2018-04-26,18:10,VIALE NICOLETTI ROSARIO ,"(38.19362,13.285632)",,4,,,,,,,,,
Palermo,2018-04-27,15:40,PIAZZA TOSTI FRANCESCO PAOLO ,"(38.127899,13.341278)",,2,,,,,,,,,
Palermo,2018-04-23,10:10,VIA EUGENIO L'EMIRO ,"(38.114667,13.340116)",,1,,,,,,,,,
Palermo,2018-04-01,13:00,LARGO ROMAGNOLI ETTORE ,"(38.115634,13.34395)",,,,,,,,,,,
Palermo,2018-04-06,08:55,VIA WAGNER RICCARDO ,"(38.124275,13.358213)",,1,,,,,,,,,
Palermo,2018-04-10,16:00,VIA SAMMARTINO ,"(38.127442,13.348391)",,1,,,,,,,,,
Palermo,2018-04-10,15:00,CORSO CALATAFIMI ,"(38.098012,13.317932)",,2,,,,,,,,,
Palermo,2018-04-27,21:50,VIA BORREMANS GUGLIELMO ,"(38.132656,13.333948)",,1,,,,,,,,,
Palermo,2018-04-28,03:15,VIA DELL'ORSA MINORE ,"(38.094408,13.367417)",,,,,,,,,,,
Palermo,2018-04-28,07:30,VIALE REGIONE SICILIANA N.O. ,"(38.122507,13.329525)",,1,,,,,,,,,
Palermo,2018-04-29,01:30,PONTE AMMIRAGLIO ,"(38.104914,13.374165)",,1,,,,,,,,,
Palermo,2018-04-28,15:15,VIA CORAZZA FILIPPO ,"(38.103447,13.365769)",,,,,,,,,,,
Palermo,2018-04-29,09:45,VIA PEREZ FRANCESCO PAOLO ,"(38.104842,13.367129)",,2,,,,,,,,,
Palermo,2018-04-28,23:40,CORSO CALATAFIMI ,"(38.104436,13.333626)",,,,,,,,,,,
Palermo,2018-04-28,06:30,STRADA PROV. PALERMO,"(38.091336,13.30259)",,,,,,,,,,,
Palermo,2018-04-29,17:30,VIALE REGIONE SICILIANA S.E. ,"(38.09017,13.383552)",,2,,,,,,,,,
Palermo,2018-04-29,19:00,VIA PERALTA GUGLIELMO ,"(38.145914,13.361605)",,2,,,,,,,,,
Palermo,2018-04-29,20:30,VIA MESSINA MARINE ,"(38.092914,13.444066)",,1,,,,,,,,,
Palermo,2018-04-29,21:00,VIA NOTARBARTOLO EMANUELE ,"(38.132332,13.344255)",,5,,,,,,,,,
Palermo,2018-04-29,15:55,VIA IMERA ,"(38.115336,13.349391)",,1,,,,,,,,,
Palermo,2018-04-29,23:00,VIALE REGIONE SICILIANA S.E. ,"(38.086712,13.349544)",,2,,,,,,,,,
Palermo,2018-04-30,08:35,VIA BERNINI GIAN LORENZO ,"(38.136449,13.322243)",,1,,,,,,,,,
Palermo,2018-04-27,10:20,VIA HOLM ADOLFO ,"(38.126807,13.331415)",,,,,,,,,,,
Palermo,2018-04-27,11:20,VIA UDITORE ,"(38.128148,13.327127)",,,,,,,,,,,
Palermo,2018-04-29,18:40,VIALE MARGHERITA DI SAVOIA ,"(38.190132,13.332695)",,1,,,,,,,,,
Palermo,2018-04-30,15:00,VIALE REGIONE SICILIANA S.E. ,"(38.088845,13.367216)",,,,,,,,,,,
Palermo,2018-04-30,08:10,VIA LINCOLN ,"(38.11377,13.37315)",,,,,,,,,,,
Palermo,2018-04-30,15:30,VIA ROMA ,"(38.115186,13.36417)",,1,,,,,,,,,
Palermo,2018-04-30,21:00,VIA BASILE ERNESTO ,"(38.095595,13.342897)",,1,,,,,,,,,
Palermo,2018-04-30,23:45,VIALE REGIONE SICILIANA N.O. ,"(38.122442,13.328763)",,2,,,,,,,,,
Palermo,2018-05-01,16:40,VIA PITRE' GIUSEPPE ,"(38.110531,13.329727)",,2,,,,,,,,,
Palermo,2018-05-01,16:40,VIA LASCARIS COSTANTINO ,"(38.117019,13.348761)",,2,,,,,,,,,
Palermo,2018-05-01,18:00,VIA S.MARTINO DELLE SCALE ,"(38.103544,13.295944)",,2,,,,,,,,,
Palermo,2018-05-01,23:15,VIA ORETO ,"(38.10659,13.367461)",,1,,,,,,,,,
Palermo,2018-05-02,08:45,V. CROCIFISSO A PIETRATAGLIATA ,"(38.103097,13.327314)",,1,,,,,,,,,
Palermo,2018-05-01,15:50,VIA D'AZEGLIO MASSIMO ,"(38.14095,13.34675)",,,,,,,,,,,
Palermo,2018-04-16,13:30,VIA D'OSSUNA ,"(38.115737,13.351196)",,,,,,,,,,,
Palermo,2018-05-02,13:45,VIALE DE GASPERI ALCIDE ,"(38.149126,13.332873)",,,,,,,,,,,
Palermo,2018-05-02,14:30,VIA GARZILLI NICCOLO' ,"(38.12659,13.35202)",,,,,,,,,,,
Palermo,2018-04-06,14:50,FORO UMBERTO I ,"(38.117353,13.373131)",,,,,,,,,,,
Palermo,2018-05-02,16:30,PIAZZA NOCE ,"(38.122051,13.332923)",,2,,,,,,,,,
Palermo,2018-04-23,07:41,VIA CRISPI FRANCESCO ,"(38.130511,13.360472)",,,,,,,,,,,
Palermo,2018-04-20,09:30,VIA NINA SICILIANA ,"(38.118525,13.331665)",,,,,,,,,,,
Palermo,2018-04-27,14:30,VIALE REGIONE SICILIANA ,"(38.094096,13.338576)",,,,,,,,,,,
Palermo,2018-05-02,08:50,VIA ORETO ,"(38.098139,13.373271)",,,,,,,,,,,
Palermo,2018-05-02,09:30,VIALE REGIONE SICILIANA N.O. ,"(38.105351,13.330116)",,1,,,,,,,,,
Palermo,2018-05-02,16:30,VIALE STRASBURGO ,"(38.156623,13.326388)",,1,,,,,,,,,
Palermo,2018-05-02,22:20,VIA CRISAFULLI ELIA ,"(38.100641,13.349513)",,1,,,,,,,,,
Palermo,2018-05-03,06:40,VIA VILLAGRAZIA ,"(38.087032,13.341003)",,1,,,,,,,,,
Palermo,2018-05-02,17:00,VIA CAVOUR CAMILLO ,"(38.121817,13.360464)",,1,,,,,,,,,
Palermo,2018-04-12,19:15,VIA GALEANO GIUSEPPE ,"(38.089053,13.400954)",,,,,,,,,,,
Palermo,2018-05-03,08:00,VIA LA MALFA UGO ,"(38.157496,13.31759)",,3,,,,,,,,,
Palermo,2018-05-03,12:50,VIA DELLA LIBERTA' ,"(38.141354,13.344726)",,1,,,,,,,,,
Palermo,2018-05-03,20:45,VIA PINDEMONTE ,"(38.108028,13.34029)",,1,,,,,,,,,
Palermo,2018-05-04,00:10,VIA SERRADIFALCO ,"(38.128951,13.33799)",,2,,,,,,,,,
Palermo,2018-05-03,19:15,VIA DICILLO ROCCO ,"(38.102804,13.336329)",,2,,,,,,,,,
Palermo,2018-05-04,09:00,VIALE REGIONE SICILIANA N.O. ,"(38.11027,13.329467)",,,,,,,,,,,
Palermo,2018-05-04,10:00,VIA BUONRIPOSO ,"(38.101285,13.373406)",,,,,,,,,,,
Palermo,2018-05-04,10:00,VIA NARBONE ALESSIO ,"(38.120276,13.344602)",,,,,,,,,,,
Palermo,2018-05-04,08:30,VIALE REGIONE SICILIANA S.E. ,"(38.093873,13.338999)",,,,,,,,,,,
Palermo,2018-05-04,11:05,VIA AVERSA TOMMASO ,"(38.12479,13.338168)",,1,,,,,,,,,
Palermo,2018-05-04,14:45,VIALE LAZIO ,"(38.140786,13.333989)",,,,,,,,,,,
Palermo,2018-05-04,18:25,VIALE STRASBURGO ,"(38.153493,13.329246)",,1,,,,,,,,,
Palermo,2018-05-02,12:00,VIA BELGIO ,"(38.150329,13.329011)",,,,,,,,,,,
Palermo,2018-05-04,20:00,VIA BUONRIPOSO ,"(38.098684,13.371247)",,2,,,,,,,,,
Palermo,2018-05-04,21:30,VIALE DELLE ALPI ,"(38.139773,13.336374)",,1,,,,,,,,,
Palermo,2018-05-05,07:25,VIA LO MONACO CIACCIO ANTONINO ,"(38.133662,13.324724)",,1,,,,,,,,,
Palermo,2018-05-05,16:40,PIAZZA VIRGILIO ,"(38.123851,13.348485)",,1,,,,,,,,,
Palermo,2018-05-05,15:00,VIA CASTELLANA ,"(38.125506,13.29195)",,,,,,,,,,,
Palermo,2018-05-05,15:00,VIA MESSINA MONTAGNE ,"(38.083435,13.426811)",,1,,,,,,,,,
Palermo,2018-05-05,18:00,VIA LA MARMORA ALESSANDRO ,"(38.142885,13.346633)",,3,,,,,,,,,
Palermo,2018-05-05,19:40,VIALE STRASBURGO ,"(38.162998,13.320879)",,,,,,,,,,,
Palermo,2018-05-06,00:30,VIA FOSCOLO UGO ,"(38.138388,13.345425)",,,,,,,,,,,
Palermo,2018-05-06,01:00,VIA XIMENES ETTORE ,"(38.129834,13.357542)",,1,,,,,,,,,
Palermo,2018-05-06,02:35,CORSO DEI MILLE ,"(38.111469,13.368275)",,2,,,,,,,,,
Palermo,2018-05-06,04:05,CORSO DEI MILLE ,"(38.083457,13.426839)",,,,,,,,,,,
Palermo,2018-05-06,02:30,VIALE PIEMONTE ,"(38.139516,13.342352)",,,,,,,,,,,
Palermo,2018-05-06,09:50,VIA BENTIVEGNA FRANCESCO ,"(38.1232,13.360663)",,2,,,,,,,,,
Palermo,2018-05-06,12:30,CORSO CALATAFIMI ,"(38.095735,13.311583)",,1,,,,,,,,,
Palermo,2018-05-06,18:40,PIAZZA FRANCESE MARIO ,"(38.148436,13.331343)",,1,,,,,,,,,
Palermo,2018-05-07,00:40,VIA MAGIONE ,"(38.112767,13.367224)",,1,,,,,,,,,
Palermo,2018-05-05,01:00,VIA SERRADIFALCO ,"(38.129165,13.337778)",,,,,,,,,,,
Palermo,2018-05-04,18:50,CORSO ALBERTO AMEDEO ,"(38.117769,13.350825)",,,,,,,,,,,
Palermo,2018-05-07,08:00,VIA TERRASANTA ,"(38.129332,13.345036)",,1,,,,,,,,,
Palermo,2018-03-09,05:45,VIA BELVEDERE ,"(38.117344,13.31797)",,,,,,,,,,,
Palermo,2018-04-06,17:00,VIA ORETO ,"(38.098929,13.372659)",,,,,,,,,,,
Palermo,2018-04-21,07:50,PIAZZA BOIARDO MATTEO MARIA ,"(38.131818,13.342315)",,,,,,,,,,,
Palermo,2018-05-07,13:50,LARGO DI MAGGIO JOE ,"(38.188945,13.309327)",,,,,,,,,,,
Palermo,2018-05-07,13:40,VIA MESSINA MARINE ,"(38.106803,13.383019)",,,,,,,,,,,
Palermo,2018-04-29,18:10,PIAZZA SETT'ANGELI ,"(38.11508,13.356861)",,1,,,,,,,,,
Palermo,2018-05-07,17:05,VIA CASTELLANA ,"(38.126576,13.284672)",,,,,,,,,,,
Palermo,2018-05-07,17:00,VIA DEL BASTIONE ,"(38.110766,13.35457)",,,,,,,,,,,
Palermo,2018-05-07,18:05,VIA PECORAINO FILIPPO ,"(38.095031,13.399058)",,1,,,,,,,,,
Palermo,2018-05-08,07:50,VIA ISONZO ,"(38.142211,13.343009)",,1,,,,,,,,,
Palermo,2018-05-08,07:45,VIALE DE GASPERI ALCIDE ,"(38.151012,13.337505)",,1,,,,,,,,,
Palermo,2018-05-08,09:00,VIA EUGENIO L'EMIRO ,"(38.114504,13.341718)",,1,,,,,,,,,
Palermo,2018-05-08,14:25,VIALE REGIONE SICILIANA S.E. ,"(38.090564,13.343298)",,,,,,,,,,,
Palermo,2018-05-08,15:10,VIA AURISPA GIOVANNI ,"(38.126155,13.339303)",,1,,,,,,,,,
Palermo,2018-05-03,12:45,VIA AQUILEIA ,"(38.141329,13.333176)",,,,,,,,,,,
Palermo,2018-05-08,16:20,CORSO CALATAFIMI ,"(38.095407,13.31195)",,2,,,,,,,,,
Palermo,2018-05-08,17:10,VIA BASILE ERNESTO ,"(38.10547,13.35172)",,1,,,,,,,,,
Palermo,2018-05-08,17:30,PIAZZA CRISPI FRANCESCO ,"(38.130351,13.35304)",,1,,,,,,,,,
Palermo,2018-05-08,19:00,VIA AMARI MICHELE ,"(38.124856,13.359617)",,1,,,,,,,,,
Palermo,2018-05-09,02:25,VIA PALERMO GASPARE ,"(38.106165,13.365483)",,,,,,,,,,,
Palermo,2018-04-24,10:30,VIA DELLA LIBERTA' ,"(38.135004,13.348508)",,,,,,,,,,,
Palermo,2018-04-23,10:45,LARGO CAVALIERI DEL S.SEPOLCRO ,"(38.15129,13.33128)",,1,,,,,,,,,
Palermo,2018-05-06,02:30,VIA BARCARELLO ,"(38.206478,13.282521)",,,,,,,,,,,
Palermo,2018-05-08,07:45,VIA D'ALESSI GIUSEPPE ,"(38.114724,13.361053)",,,,,,,,,,,
Palermo,2018-05-09,08:30,VIA LA MALFA UGO ,"(38.162269,13.314353)",,1,,,,,,,,,
Palermo,2018-05-09,07:50,VIA PAPIRETO ,"(38.115176,13.353197)",,1,,,,,,,,,
Palermo,2018-04-23,11:45,VIALE REGIONE SICILIANA N.O. ,"(38.145724,13.328928)",,,,,,,,,,,
Palermo,2018-04-27,18:15,VIA DANTE ,"(38.124417,13.353103)",,1,,,,,,,,,
Palermo,2018-05-05,23:00,VIA ALBANESE ENRICO ,"(38.130163,13.354943)",,2,,,,,,,,,
Palermo,2018-05-08,08:45,VIALE STRASBURGO ,"(38.155294,13.327736)",,,,,,,,,,,
Palermo,2018-05-09,16:15,VIALE REGIONE SICILIANA ,"(38.122358,13.328926)",,1,,,,,,,,,
Palermo,2018-05-09,18:20,PIAZZA CAPONNETTO ANTONINO ,"(38.135668,13.357645)",,1,,,,,,,,,
Palermo,2018-05-09,19:15,PIAZZA CAPONNETTO ANTONINO ,"(38.135703,13.357599)",,,,,,,,,,,
Palermo,2018-05-09,17:30,VIA OLIO DI LINO ,"(38.086352,13.327681)",,1,,,,,,,,,
Palermo,2018-05-10,07:30,LARGO TRAINA CLAUDIO ,"(38.10238,13.3398)",,2,,,,,,,,,
Palermo,2018-05-10,08:10,VIA PADRE ROSARIO DA PARTANNA ,"(38.170494,13.321411)",,7,,,,,,,,,
Palermo,2018-05-01,20:00,VIALE DE MAURO MAURO ,"(38.126954,13.302637)",,,,,,,,,,,
Palermo,2018-05-10,12:00,VIA RESUTTANA ,"(38.151654,13.337042)",,1,,,,,,,,,
Palermo,2018-05-10,14:50,VIA IMERA ,"(38.116964,13.348743)",,1,,,,,,,,,
Palermo,2018-05-10,13:00,VIA CRISPI FRANCESCO ,"(38.128255,13.361621)",,,,,,,,,,,
Palermo,2018-04-26,08:30,VIA CRISPI FRANCESCO ,"(38.129881,13.360511)",,,,,,,,,,,
Palermo,2018-04-26,17:05,VIA TURATI FILIPPO ,"(38.125178,13.355873)",,,,,,,,,,,
Palermo,2018-05-09,10:00,CORSO CALATAFIMI ,"(38.103119,13.330367)",,1,,,,,,,,,
Palermo,2018-05-10,11:00,VIA TOLOMEA ,"(38.206834,13.323402)",,2,,,,,,,,,
Palermo,2018-05-10,20:30,VIA OLIO DI LINO ,"(38.081436,13.321273)",,1,,,,,,,,,
Palermo,2018-05-11,07:05,STRADELLA CARTIERA GRANDE ,"(38.077375,13.311238)",,2,,,,,,,,,
Palermo,2018-05-10,17:30,VIALE REGIONE SICILIANA N.O. ,"(38.110519,13.329596)",,,,,,,,,,,
Palermo,2018-05-11,11:10,CORSO DEI MILLE ,"(38.099801,13.385011)",,1,,,,,,,,,
Palermo,2018-05-11,10:30,VIA CRUILLAS ,"(38.144829,13.316344)",,1,,,,,,,,,
Palermo,2018-05-08,17:45,CORSO ALBERTO AMEDEO ,"(38.117724,13.350818)",,,,,,,,,,,
Palermo,2018-05-11,13:40,VIALE REGIONE SICILIANA S.E. ,"(38.089141,13.386464)",,,,,,,,,,,
Palermo,2018-05-11,15:00,VIALE REGIONE SICILIANA N.O. ,"(38.085834,13.410591)",,2,,,,,,,,,
Palermo,2018-05-11,16:15,VIA LO SCHIAVO GIUSEPPE GUIDO ,"(38.096652,13.368748)",,1,,,,,,,,,
Palermo,2018-05-11,17:00,VIA DELL'AIRONE ,"(38.092353,13.360393)",,1,,,,,,,,,
Palermo,2018-05-11,17:00,CORSO DEI MILLE ,"(38.110806,13.368809)",,,,,,,,,,,
Palermo,2018-05-11,22:50,VIA FICHIDINDIA ,"(38.093875,13.381119)",,,,,,,,,,,
Palermo,2018-05-12,06:45,VIA ORETO ,"(38.100854,13.371064)",,1,,,,,,,,,
Palermo,2018-05-12,12:30,VIA BONANNO PIETRO ,"(38.1528,13.364545)",,1,,,,,,,,,
Palermo,2018-05-12,18:15,VIA TRITONE ,"(38.202833,13.279495)",,1,,,,,,,,,
Palermo,2018-05-13,01:20,VIA COSTANTINO DOMENICO ,"(38.131527,13.344791)",,1,,,,,,,,,
Palermo,2018-05-13,03:00,VIA FORLANINI CARLO ,"(38.108944,13.358254)",,3,,,,,,,,,
Palermo,2018-05-13,06:20,FORO UMBERTO I ,"(38.115258,13.376001)",,1,,,,,,,,,
Palermo,2018-05-13,10:10,VIALE GALATEA ,"(38.201115,13.323778)",,2,,,,,,,,,
Palermo,2018-05-13,16:25,VIA XX SETTEMBRE ,"(38.127583,13.351862)",,1,,,,,,,,,
Palermo,2018-05-13,19:30,VIA PECORAINO FILIPPO ,"(38.096991,13.393806)",,,,,,,,,,,
Palermo,2018-05-13,21:50,VIA SCIMONELLI IGNAZIO ,"(38.121523,13.346064)",,3,,,,,,,,,
Palermo,2018-05-14,00:30,PIAZZA GIULIO CESARE ,"(38.110996,13.366934)",,3,,,,,,,,,
Palermo,2018-05-12,15:45,VIA CARTAGINE ,"(38.125798,13.303732)",,3,,,,,,,,,
Palermo,2018-05-13,03:00,VIA PECORI GIRALDI GUGLIELMO M ,"(38.097061,13.399916)",,1,,,,,,,,,
Palermo,2018-05-12,23:00,VIA AMARI EMERICO ,"(38.125773,13.359219)",,1,,,,,,,,,
Palermo,2018-05-14,07:40,VIA CRUILLAS ,"(38.141703,13.325423)",,,,,,,,,,,
Palermo,2018-05-12,00:01,CORSO DEI MILLE ,"(38.110395,13.369526)",,,,,,,,,,,
Palermo,2018-05-13,18:25,VIALE DELLE ALPI ,"(38.140075,13.33652)",,1,,,,,,,,,
Palermo,2018-05-04,17:30,VIA HOUEL ,"(38.122165,13.350934)",,,,,,,,,,,
Palermo,2018-05-09,21:00,LUNGOMARE COLOMBO CRISTOFORO ,"(38.17885,13.365824)",,,,,,,,,,,
Palermo,2018-05-14,13:30,VIA DEI CANTIERI ,"(38.136475,13.36084)",,1,,,,,,,,,
Palermo,2018-05-14,14:25,VIA BAINSIZZA ,"(38.142432,13.342063)",,1,,,,,,,,,
Palermo,2018-05-14,15:45,VIA MINUTILLA SALVATORE ,"(38.170241,13.300668)",,,,,,,,,,,
Palermo,2018-05-14,17:20,VIALE STRASBURGO ,"(38.158868,13.32428)",,1,,,,,,,,,
Palermo,2018-05-14,18:15,VIALE STRASBURGO ,"(38.149071,13.33301)",,1,,,,,,,,,
Palermo,2018-05-14,21:10,VIA SAMPOLO ,"(38.136509,13.354883)",,1,,,,,,,,,
Palermo,2018-05-15,01:20,VIA LO VALVO ORESTE ,"(38.172799,13.305868)",,,,,,,,,,,
Palermo,2018-05-14,13:05,PIAZZA EINSTEIN ALBERT ,"(38.128676,13.329081)",,,,,,,,,,,
Palermo,2018-05-11,09:20,PIAZZA TURBA EUCLIDE GEN. ,"(38.100712,13.338825)",,,,,,,,,,,
Palermo,2018-05-10,17:30,VIA DANTE ,"(38.122792,13.346991)",,,,,,,,,,,
Palermo,2018-05-15,09:50,VIA PECORI GIRALDI GUGLIELMO M ,"(38.095719,13.403682)",,2,,,,,,,,,
Palermo,2018-05-09,08:15,VIA CUSMANO GIACOMO ,"(38.125033,13.347561)",,,,,,,,,,,
Palermo,2018-05-12,14:00,VIALE DEL FANTE ,"(38.149329,13.34256)",,,,,,,,,,,
Palermo,2018-05-14,11:50,PIAZZA EUROPA ,"(38.148961,13.33024)",,1,,,,,,,,,
Palermo,2018-05-15,20:25,VIA GIRARDENGO COSTANTE ,"(38.178979,13.318267)",,2,,,,,,,,,
Palermo,2018-05-10,10:10,VIA PLAUTO ,"(38.20004,13.26903)",,,,,,,,,,,
Palermo,2018-05-16,07:45,VIA LA MALFA UGO ,"(38.162456,13.31403)",,1,,,,,,,,,
Palermo,2018-05-16,07:45,CORSO ALBERTO AMEDEO ,"(38.114998,13.352002)",,1,,,,,,,,,
Palermo,2018-05-16,08:35,VIA BAINSIZZA ,"(38.14217,13.341642)",,3,,,,,,,,,
Palermo,2018-05-16,10:15,VIA CAVOUR CAMILLO ,"(38.121817,13.360464)",,,,,,,,,,,
Palermo,2018-05-16,13:00,VIALE LEONARDO DA VINCI ,"(38.126823,13.318152)",,1,,,,,,,,,
Palermo,2018-05-16,16:40,VIA TRINACRIA ,"(38.149136,13.338039)",,1,,,,,,,,,
Palermo,2018-05-16,19:45,VIALE DIANA ,"(38.166398,13.339182)",,1,,,,,,,,,
Palermo,2018-05-16,22:05,PIAZZA S.DOMENICO ,"(38.118442,13.363066)",,1,,,,,,,,,
Palermo,2018-05-17,00:10,VIALE LAZIO ,"(38.14054,13.333748)",,,,,,,,,,,
Palermo,2018-05-17,07:15,VIA FERMI ENRICO ,"(38.127034,13.33604)",,1,,,,,,,,,
Palermo,2018-05-17,07:40,VIALE LEONARDO DA VINCI ,"(38.126406,13.308316)",,1,,,,,,,,,
Palermo,2018-05-17,07:20,VIA CRISPI FRANCESCO ,"(38.12107,13.36613)",,1,,,,,,,,,
Palermo,2018-05-16,08:35,VIA PARTANNA MONDELLO ,"(38.193485,13.303092)",,,,,,,,,,,
Palermo,2018-05-17,13:30,VIA CALA ,"(38.119772,13.371273)",,2,,,,,,,,,
Palermo,2018-05-17,16:00,VIALE STRASBURGO ,"(38.153442,13.329336)",,2,,,,,,,,,
Palermo,2018-05-17,16:00,VIA S.LORENZO ,"(38.166478,13.317146)",,1,,,,,,,,,
Palermo,2018-05-12,15:40,PIAZZA MARCHESE DI REGALMICI ,"(38.122228,13.357059)",,1,,,,,,,,,
Palermo,2018-05-16,08:50,VIALE REGIONE SICILIANA N.O. ,"(38.110122,13.329499)",,1,,,,,,,,,
Palermo,2018-05-17,21:20,VIA CADORNA LUIGI GEN. ,"(38.109938,13.356129)",,,,,,,,,,,
Palermo,2018-05-17,21:50,PIAZZA CAPONNETTO ANTONINO ,"(38.135025,13.357839)",,,,,,,,,,,
Palermo,2018-05-18,09:45,VIA LANZA IGNAZIO E MANFREDI ,"(38.097513,13.351445)",,,,,,,,,,,
Palermo,2018-05-17,13:10,VIALE VENERE ,"(38.189613,13.32835)",,1,,,,,,,,,
Palermo,2018-05-14,07:30,VIA DANTE ,"(38.124347,13.353292)",,1,,,,,,,,,
Palermo,2018-05-02,14:20,VIA SAMMARTINO ,"(38.123685,13.350565)",,2,,,,,,,,,
Palermo,2018-05-10,21:00,VIA BUZZANCA ,"(38.141417,13.330012)",,,,,,,,,,,
Palermo,2018-05-15,10:30,VIA LA COLLA FRANCESCO ,"(38.100964,13.3729)",,1,,,,,,,,,
Palermo,2018-05-15,18:00,CORSO CALATAFIMI ,"(38.108108,13.342486)",,1,,,,,,,,,
Palermo,2018-05-15,18:30,VIA MESSINA MARINE ,"(38.097858,13.413588)",,,,,,,,,,,
Palermo,2018-05-16,14:00,PIAZZA EINSTEIN ALBERT ,"(38.12832,13.329772)",,1,,,,,,,,,
Palermo,2018-05-18,17:15,VIA CORAZZA FILIPPO ,"(38.106573,13.363741)",,1,,,,,,,,,
Palermo,2018-05-18,22:50,PIAZZA DELLA PACE ,"(38.130718,13.359674)",,1,,,,,,,,,
Palermo,2018-05-18,21:05,VIA CALA ,"(38.119297,13.366468)",,1,,,,,,,,,
Palermo,2018-05-19,12:30,VIA ABRUZZI ,"(38.144021,13.334738)",,1,,,,,,,,,
Palermo,2018-05-19,17:00,CSO FINOCCHIARO APRILE CAMILLO ,"(38.118452,13.347545)",,1,,,,,,,,,
Palermo,2018-05-19,02:00,CORSO DEI MILLE ,"(38.100348,13.384089)",,,,,,,,,,,
Palermo,2018-05-19,16:00,CORSO CALATAFIMI ,"(38.103787,13.332047)",,1,,,,,,,,,
Palermo,2018-05-19,18:55,VIA CAPPUCCINI ,"(38.110914,13.345464)",,,,,,,,,,,
Palermo,2018-05-18,13:30,VIALE REGIONE SICILIANA N.O. ,"(38.11938,13.329012)",,,,,,,,,,,
Palermo,2018-05-18,14:30,VIA SIRTORI GIUSEPPE GEN. ,"(38.127512,13.341826)",,1,,,,,,,,,
Palermo,2018-05-18,16:30,VIALE REGIONE SICILIANA N.O. ,"(38.135773,13.330593)",,2,,,,,,,,,
Palermo,2018-05-20,06:00,VIA DON ORIONE ,"(38.143222,13.362079)",,,,,,,,,,,
Palermo,2018-05-20,02:10,VIA SAMMARTINO ,"(38.123692,13.350535)",,1,,,,,,,,,
Palermo,2018-05-19,10:00,VIA SCIUTI GIUSEPPE ,"(38.138594,13.339492)",,1,,,,,,,,,
Palermo,2018-05-19,17:45,VIA PARTANNA MONDELLO ,"(38.193485,13.303092)",,1,,,,,,,,,
Palermo,2018-05-19,20:00,VIA JUVARA ALOISIO ,"(38.139771,13.361232)",,2,,,,,,,,,
Palermo,2018-05-20,06:00,VIALE PRINCIPE DI SCALEA ,"(38.203379,13.324395)",,,,,,,,,,,
Palermo,2018-05-20,17:15,VIALE DE MAURO MAURO ,"(38.129973,13.302928)",,,,,,,,,,,
